metric,unix_ts,value
power_w,1788782046.0,102.443
power_w,1788782047.0,102.409
power_w,1788782048.0,102.442
power_w,1788782049.0,102.433
power_w,1788782050.0,102.629
power_w,1788782051.0,102.408
power_w,1788782052.0,102.471
power_w,1788782053.0,102.218
power_w,1788782054.0,102.541
power_w,1788782055.0,102.466
power_w,1788782056.0,102.373
power_w,1788782057.0,102.334
power_w,1788782058.0,102.233
power_w,1788782059.0,102.317
power_w,1788782060.0,102.316
power_w,1788782061.0,102.433
power_w,1788782062.0,102.433
power_w,1788782063.0,102.185
power_w,1788782064.0,102.34
power_w,1788782065.0,102.433
power_w,1788782066.0,102.29
power_w,1788782067.0,102.37
power_w,1788782068.0,102.103
power_w,1788782069.0,102.409
power_w,1788782070.0,101.905
power_w,1788782071.0,254.046
power_w,1788782072.0,255.993
power_w,1788782073.0,250.256
power_w,1788782074.0,235.284
power_w,1788782075.0,217.318
power_w,1788782076.0,253.755
power_w,1788782077.0,247.451
power_w,1788782078.0,397.834
power_w,1788782079.0,257.423
power_w,1788782080.0,257.647
power_w,1788782081.0,240.345
power_w,1788782082.0,264.399
power_w,1788782083.0,258.705
power_w,1788782084.0,258.819
power_w,1788782085.0,224.269
power_w,1788782086.0,259.546
power_w,1788782087.0,261.077
power_w,1788782088.0,253.509
power_w,1788782089.0,262.244
power_w,1788782090.0,262.804
power_w,1788782091.0,252.037
