trial_dir,config_label,chunked_prefill,max_num_batched_tokens,replicate,trial_kind,background_concurrency,interferer_input_tokens,interferer_count,baseline_window_s,impact_window_s,baseline_gap_count,impact_gap_count,baseline_gap_p95_ms,baseline_gap_p99_ms,impact_gap_p95_ms,impact_gap_p99_ms,impact_gap_max_ms,p95_stall_ratio,p99_stall_ratio,background_event_rate_baseline_s,background_event_rate_impact_s,background_event_rate_ratio,long_ttft_p50_ms,long_ttft_p95_ms,long_e2e_p50_ms,impact_max_running,impact_max_waiting,impact_max_kv_usage,preemptions_delta,completed_background_requests,event_token_delta_min,event_token_delta_max
results/s8/raw/interference_formal/20260908T144356Z/block_1/on_8192/inject_16384,on_8192,1,8192,1,inject,64,16384,1,4.0,0.5099236099049449,37135,620,11.707645002752535,15.52782136946916,248.18304353393614,248.47124747931957,248.5982095822692,21.198374521570038,16.00168121252762,9267.75,1090.3593973686454,0.11765092901390796,509.24393720924854,509.24393720924854,666.305729188025,65.0,0.0,0.0758670794112073,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_1/on_8192/inject_24576,on_8192,1,8192,1,inject,64,24576,1,4.0,0.853236679919064,37013,828,11.367808654904366,16.28043331205845,316.37639086693525,317.0077561587095,317.40114837884903,27.83090395618529,19.47170263115239,9237.25,895.4139197021759,0.09693511810356718,852.6126639917493,852.6126639917493,1037.571955472231,65.0,0.0,0.07914587150167418,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_1/on_8192/inject_8192,on_8192,1,8192,1,inject,64,8192,1,4.0,0.2659117020666599,37289,728,10.544621199369429,13.257677145302313,165.9033752977848,166.3513190485537,166.4071036502719,15.733459947115584,12.547546393336193,9306.25,2497.069496526127,0.2683217726287309,265.3387216851115,265.3387216851115,403.91958970576525,65.0,0.0,0.07277781287510265,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/off_32768/control,off_32768,0,32768,2,control,64,16384,1,4.0,2.003212326206267,37329,17088,9.995788894593716,10.788979791104794,10.278031881898642,10.96900594420731,12.339038774371147,1.0282361892874288,1.0166861145899024,9316.25,8498.350263369472,0.9122071931699419,,,,64.0,0.0,0.07788737122053246,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/off_32768/inject_16384,off_32768,0,32768,2,inject,64,16384,1,4.0,0.44901897571980953,36939,397,9.76883927360177,11.394402775913477,399.18386675417423,399.39403120428324,399.4822269305587,40.862978248898465,35.0517740208867,9218.75,741.6167645614023,0.08044656429140636,448.51773884147406,448.51773884147406,608.2545379176736,65.0,0.0,0.07766789744119396,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/off_32768/inject_24576,off_32768,0,32768,2,inject,64,24576,1,4.0,0.75190335419029,37155,467,10.773910302668808,13.617446329444647,704.9650016240776,706.6606756672263,707.0614928379655,65.4326035598654,51.89377351458566,9272.75,535.9731377099425,0.057800882986162955,751.158288680017,751.158288680017,935.0370448082685,65.0,0.0,0.08055978723953627,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/off_32768/inject_8192,off_32768,0,32768,2,inject,64,8192,1,4.0,0.21467498783022165,37245,359,10.69917771965265,12.136449478566647,173.9366551861167,173.95710626617074,173.97309746593237,16.257011495997805,14.333442954085088,9295.25,1374.1703352665581,0.14783575861505158,214.17538542300463,214.17538542300463,350.08218605071306,65.0,0.0,0.07396911874822487,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_1024/control,on_1024,1,1024,2,control,64,16384,1,4.0,2.005923210643232,37411,17152,10.130292270332575,11.476064566522837,10.600129328668116,12.041226876899602,15.085019171237946,1.0463794178684753,1.0492470486812542,9336.75,8518.770763174158,0.9123914384742183,,,,64.0,0.0,0.07559632566696173,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_1024/inject_16384,on_1024,1,1024,2,inject,64,16384,1,4.0,0.8679506676271558,37673,1535,10.193094052374363,13.434216380119322,56.51879142969847,58.6615970171988,58.707150630652905,5.544812118802443,4.366581224939133,9402.25,1694.7967838097168,0.18025438419630585,867.0752439647913,867.0752439647913,1023.3913483098149,65.0,0.0,0.07570306466499654,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_1024/inject_24576,on_1024,1,1024,2,inject,64,24576,1,4.0,1.4090722659602761,37194,1985,10.716211143881083,13.958173412829636,67.07882285118103,69.98518086969852,70.15459798276424,6.259565246573439,5.013921148548831,9282.5,1363.3083599802794,0.14686866253490755,1408.5860289633274,1408.5860289633274,1593.9903045073152,65.0,0.0,0.07903708866243475,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_1024/inject_8192,on_1024,1,1024,2,inject,64,8192,1,4.0,0.3952639177441597,37007,902,10.296399518847464,11.978890895843561,45.67498001269996,45.76877623796463,45.77452037483454,4.43601473787923,3.8207858002818518,9235.75,2120.1024489728597,0.22955390184585547,394.64659336954355,394.64659336954355,535.0182559341192,65.0,0.0,0.07190441208787757,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_16384/control,on_16384,1,16384,2,control,64,16384,1,4.0,2.0011567110195756,37496,17024,9.706131182610989,11.140406178310515,10.25619376450777,12.385574178770193,24.879678152501583,1.0566716616072782,1.111770431035443,9358.0,8475.098380155843,0.9056527441927594,,,,64.0,0.0,0.07686777038290726,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_16384/inject_16384,on_16384,1,16384,2,inject,64,16384,1,4.0,0.5001271637156606,36934,672,12.277980754151937,16.836402518674724,401.9959431141615,402.3062936309725,402.45604515075684,32.74120974478821,23.89502705133947,9217.5,1215.6908164773647,0.1318894295066303,499.0103570744395,499.0103570744395,647.9770820587873,65.0,0.0,0.07653054731939479,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_16384/inject_24576,on_16384,1,16384,2,inject,64,24576,1,4.0,0.7950055813416839,37009,699,11.285547353327274,14.449997060000891,398.16386224702,398.6372497677803,398.66469241678715,35.28086408052073,27.587358538033897,9236.25,798.736530790574,0.08647844425936652,794.17878203094,794.17878203094,981.2400061637163,65.0,0.0,0.07982006286346921,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_16384/inject_8192,on_16384,1,16384,2,inject,64,8192,1,4.0,0.22424720227718353,37216,421,10.304844239726663,11.699153063818809,178.8126528263092,179.1490651667118,179.33920584619045,17.35229069615246,15.312994384247709,9288.0,1591.9931057098572,0.17140321982233606,223.50999154150486,223.50999154150486,355.97749799489975,65.0,0.0,0.07329829606912441,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_2048/control,on_2048,1,2048,2,control,64,16384,1,4.0,2.0076104877516627,37290,17152,10.336921364068981,11.805041814222932,10.276050446555018,12.55351584404707,14.75459709763527,0.9941113107694183,1.0634029122135225,9306.5,8511.611243442434,0.9145877874004656,,,,64.0,0.0,0.07563204807462631,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_2048/inject_16384,on_2048,1,2048,2,inject,64,16384,1,4.0,0.6587621215730906,37375,1050,10.311680752784014,12.786430791020411,86.58807496540248,87.02477776445448,87.6074731349945,8.39708647322357,6.8060257930281685,9327.75,1496.7466521078686,0.16046170320901273,658.2116922363639,658.2116922363639,819.1917706280947,65.0,0.0,0.07577033805614575,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_2048/inject_24576,on_2048,1,2048,2,inject,64,24576,1,4.0,1.0969204623252153,37227,1489,10.494311153888702,11.873562652617691,102.55348589271307,106.40881855040789,106.49621952325106,9.772293234769538,8.961827352378403,9290.75,1299.0914555275344,0.13982632785593568,1095.3896651044488,1095.3896651044488,1285.6728890910745,65.0,0.0,0.07900129489709973,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_2048/inject_8192,on_2048,1,2048,2,inject,64,8192,1,4.0,0.31878327671438456,35887,727,14.561893697828044,20.5435080640018,67.51841474324465,67.9261463880539,68.50964110344648,4.636650709331524,3.306453122632948,8955.75,2079.7828757937577,0.23222877768961367,317.5220377743244,317.5220377743244,457.6755752786994,65.0,0.0,0.07166563996831898,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_32768/control,on_32768,1,32768,2,control,64,16384,1,4.0,2.0038762697950006,37174,17086,10.60223369859159,14.596928646787996,10.403036372736096,11.378510994836695,13.97169753909111,0.9812117586238497,0.779514051905741,9277.5,8494.536442482737,0.9156061915907019,,,,64.0,0.0,0.07766789744119396,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_32768/inject_16384,on_32768,1,32768,2,inject,64,16384,1,4.0,0.45761036593466997,36880,509,10.995533317327494,13.574604764580723,398.9310748875141,399.37704902142286,399.4075432419777,36.28119376973302,29.42089703145463,9204.0,972.4430063796451,0.10565439008905314,457.05475844442844,457.05475844442844,613.5502550750971,65.0,0.0,0.07766789744119396,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_32768/inject_24576,on_32768,1,32768,2,inject,64,24576,1,4.0,0.7448626328259706,37197,442,10.284426063299179,11.465607695281506,695.6326951738447,696.1857645493001,696.2099773809314,67.63942789732013,60.71948239043663,9283.25,507.47612155799436,0.054665782086876294,744.3793313577771,744.3793313577771,930.1915876567364,65.0,0.0,0.08097936946474216,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_32768/inject_8192,on_32768,1,32768,2,inject,64,8192,1,4.0,0.22879170812666416,37276,512,9.895921917632222,11.878279270604253,172.9732183739543,174.0414626710117,174.14818052202463,17.47924244084388,14.652077014363556,9303.0,1958.112921434973,0.21048187911802355,227.9804376885295,227.9804376885295,363.702192902565,65.0,0.0,0.07436288052880269,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_4096/control,on_4096,1,4096,2,control,64,16384,1,4.0,2.003057476133108,37477,17152,10.298592783510685,11.69086992740631,10.503865126520395,11.611896185204387,13.642147183418274,1.0199320768696065,0.9932448361249159,9353.25,8530.958399151028,0.912084932953896,,,,64.0,0.0,0.07616792710648779,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_4096/inject_16384,on_4096,1,4096,2,inject,64,16384,1,4.0,0.5519410893321037,37362,737,10.411192802712318,11.54522905126214,143.72402783483267,143.78946382552385,143.8700882717967,13.804760948946193,12.454448775947377,9324.5,1219.3330284838696,0.13076658571332186,551.3139562681317,551.3139562681317,719.0809389576316,65.0,0.0,0.07577751610445382,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_4096/inject_24576,on_4096,1,4096,2,inject,64,24576,1,4.0,0.9235749831423163,37210,976,10.016220761463043,10.92385372146964,179.94759464636445,180.25540793314576,180.56210409849882,17.965617864444912,16.50108217568617,9286.5,987.4671971917924,0.10633362377556586,923.0563249439001,923.0563249439001,1110.507907345891,65.0,0.0,0.0789889614437651,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_4096/inject_8192,on_4096,1,4096,2,inject,64,8192,1,4.0,0.271828169003129,37184,637,10.154705541208386,11.153459148481486,111.01315375417471,111.5102618560195,111.57735623419285,10.932188363677987,9.99781864724912,9280.0,2107.9493052591038,0.22714970961843792,271.1520045995712,271.1520045995712,403.388244099915,65.0,0.0,0.07249050734539408,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_512/control,on_512,1,512,2,control,64,16384,1,4.0,2.0008353628218174,37701,17152,10.803173296153545,14.747072011232376,10.15114989131689,13.828989239409566,16.45150873810053,0.939645196187975,0.9377447420665244,9409.25,8540.432819969985,0.9076635034641427,,,,64.0,0.0,0.07458433496733052,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_512/inject_16384,on_512,1,512,2,inject,64,16384,1,4.0,1.2893493110314012,37475,2699,10.0411013700068,11.458371784538032,41.272641997784376,43.60182046890259,43.80539618432522,4.110370015889644,3.805237016985174,9352.75,2043.6665048451146,0.21850969018150967,1288.9012265950441,1288.9012265950441,1455.4237872362137,65.0,0.0,0.07553209517772075,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_512/inject_24576,on_512,1,512,2,inject,64,24576,1,4.0,2.170871672220528,37352,4277,10.103384684771296,11.519881766289473,48.74746184796095,55.71655731648207,56.13542813807726,4.824864475509616,4.836556350736596,9322.0,1940.6950921657344,0.20818441237564198,2169.5725712925196,2169.5725712925196,2355.300315655768,65.0,0.0,0.07920388142327217,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_512/inject_8192,on_512,1,512,2,inject,64,8192,1,4.0,0.6009659776464105,37483,1585,10.518561489880085,11.445613708347082,33.925118669867516,34.13970932364464,34.17597897350788,3.225262190320121,2.9827766508271334,9354.75,2530.9253045517808,0.27054975328595426,600.3743819892406,600.3743819892406,734.7819823771715,65.0,0.0,0.07170339499005163,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_8192/control,on_8192,1,8192,2,control,64,16384,1,4.0,2.004290781915188,37305,17088,9.888630732893942,10.697684288024902,10.191087424755096,11.348945563659088,13.701049610972404,1.0305863066415302,1.060878715252722,9310.25,8493.777526498836,0.9123039152008631,,,,64.0,0.0,0.07601238233621832,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_8192/inject_16384,on_8192,1,8192,2,inject,64,16384,1,4.0,0.49937705881893635,37444,562,10.553155280649657,12.424246286973355,250.75083863921463,251.6967022791505,252.09580082446337,23.76074566996974,20.25850876306685,9345.0,997.2424467752019,0.10671401249600876,498.8695913925767,498.8695913925767,663.2602866739035,65.0,0.0,0.07609451007644197,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_8192/inject_24576,on_8192,1,8192,2,inject,64,24576,1,4.0,0.8321478348225355,37131,668,10.335660073906183,11.504288669675576,313.46010523848236,313.7482863198966,313.76673094928265,30.32801998102242,27.27228908527939,9266.75,725.8325681143057,0.07832655117644327,831.5480034798384,831.5480034798384,1018.0735383182764,65.0,0.0,0.07915218902015286,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_2/on_8192/inject_8192,on_8192,1,8192,2,inject,64,8192,1,4.0,0.24696587305516005,37080,565,10.156411724165078,10.942454375326626,169.89362202584743,169.94268503040075,170.34320533275604,16.727721033760453,15.530582006683309,9254.0,2028.6203668638104,0.21921551403326242,245.3412776812911,245.3412776812911,380.8161886408925,65.0,0.0,0.07277781287510265,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/off_32768/control,off_32768,0,32768,3,control,64,16384,1,4.0,2.0016834689304233,37376,17152,10.3082072455436,12.587174540385604,10.320087056607008,13.34093862213195,14.737283810973167,1.001152461410644,1.0598835012041754,9328.0,8536.814269206498,0.9151816326336296,,,,64.0,0.0,0.07766789744119396,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/off_32768/inject_16384,off_32768,0,32768,3,inject,64,16384,1,4.0,0.4706783592700958,37120,588,10.811790218576785,12.599153593182564,395.399356726557,395.95211951993406,396.06958255171776,36.57112732794085,31.42688249583566,9264.0,1113.2867906070562,0.12017344458193611,470.1678967103362,470.1678967103362,632.0638097822666,65.0,0.0,0.07736450721681432,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/off_32768/inject_24576,off_32768,0,32768,3,inject,64,24576,1,4.0,0.7421204717829823,37293,442,9.975304454565048,11.125448979437353,691.878162836656,691.946929693222,691.9839940965176,69.35910237005632,62.19496678040726,9307.25,509.3512635378939,0.05472629010050164,741.5688810870051,741.5688810870051,925.4969395697117,65.0,0.0,0.08097291435358522,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/off_32768/inject_8192,off_32768,0,32768,3,inject,64,8192,1,4.0,0.2193451365455985,37253,438,10.689323581755161,12.57722616195679,174.3470129556954,174.4812545273453,174.50405936688185,16.31038780164498,13.872792957727903,9297.25,1705.0754162595765,0.18339567251171868,218.9419437199831,218.9419437199831,355.1257671788335,65.0,0.0,0.07394975341475385,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/on_1024/control,on_1024,1,1024,3,control,64,16384,1,4.0,2.0056158183142543,37140,17152,10.439035901799794,12.705438900738955,10.008781077340245,10.845233555883171,12.127057649195194,0.9587840459112351,0.853589839801001,9269.0,8520.076399458538,0.919201251425023,,,,64.0,0.0,0.07548958666892702,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/on_1024/inject_16384,on_1024,1,1024,3,inject,64,16384,1,4.0,0.8689735094085336,37184,1545,10.068534780293703,11.737740077078342,56.375800259411335,57.942539900541306,58.56948718428612,5.59920599070194,4.936430651901423,9280.0,1704.3097217175723,0.18365406484025565,867.8727736696601,867.8727736696601,1028.0852681025863,65.0,0.0,0.07567794960663543,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/on_1024/inject_24576,on_1024,1,1024,3,inject,64,24576,1,4.0,1.4165659379214048,37398,2084,11.101765325292947,12.597980760037897,66.7891294695437,68.90914396382868,69.36931051313877,6.016081903422986,5.469856263189069,9333.5,1425.9837441552795,0.15278124435155938,1415.6300025060773,1415.6300025060773,1601.4542151242495,65.0,0.0,0.07918777901260143,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/on_1024/inject_8192,on_1024,1,1024,3,inject,64,8192,1,4.0,0.40417785570025444,37203,955,10.552856326103212,12.750283144414428,46.84275211766362,47.27240305393934,47.32132516801357,4.438869503206906,3.7075571199882074,9284.75,2204.4750533309316,0.23742966190052844,403.7605272606015,403.7605272606015,538.267525844276,65.0,0.0,0.07193580591082893,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_3/on_16384/control,on_16384,1,16384,3,control,64,16384,1,4.0,2.0048861540853977,37199,17152,9.797534998506306,11.534957475960255,10.144192259758709,11.453292649239305,13.6620057746768,1.035382089607769,0.9929202316617859,9283.75,8523.177221399545,0.9180748319805623,,,,64.0,0.0,0.07655599811664104,0.0,0,,
