timestamp, utilization.gpu [%], memory.used [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/10 04:49:48.818, 0 %, 0 MiB, 39, 50.59 W, 210 MHz, 1512 MHz
2026/09/10 04:49:50.819, 0 %, 0 MiB, 39, 50.49 W, 210 MHz, 1512 MHz
2026/09/10 04:49:52.820, 0 %, 0 MiB, 39, 50.49 W, 210 MHz, 1512 MHz
2026/09/10 04:49:54.821, 0 %, 0 MiB, 39, 50.41 W, 210 MHz, 1512 MHz
2026/09/10 04:49:56.822, 0 %, 0 MiB, 39, 50.30 W, 210 MHz, 1512 MHz
2026/09/10 04:49:58.823, 0 %, 0 MiB, 39, 50.20 W, 210 MHz, 1512 MHz
2026/09/10 04:50:00.824, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:50:02.825, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:50:04.826, 0 %, 0 MiB, 38, 50.20 W, 210 MHz, 1512 MHz
2026/09/10 04:50:06.828, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:50:08.829, 0 %, 0 MiB, 38, 50.03 W, 210 MHz, 1512 MHz
2026/09/10 04:50:10.831, 0 %, 0 MiB, 38, 49.84 W, 210 MHz, 1512 MHz
2026/09/10 04:50:12.832, 0 %, 0 MiB, 38, 49.93 W, 210 MHz, 1512 MHz
2026/09/10 04:50:14.834, 0 %, 0 MiB, 37, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:50:16.835, 0 %, 0 MiB, 37, 49.81 W, 210 MHz, 1512 MHz
2026/09/10 04:50:18.836, 0 %, 0 MiB, 37, 49.72 W, 210 MHz, 1512 MHz
2026/09/10 04:50:20.837, 0 %, 0 MiB, 37, 49.63 W, 210 MHz, 1512 MHz
2026/09/10 04:50:22.838, 0 %, 0 MiB, 37, 49.72 W, 210 MHz, 1512 MHz
2026/09/10 04:50:24.840, 0 %, 0 MiB, 37, 49.63 W, 210 MHz, 1512 MHz
2026/09/10 04:50:26.841, 0 %, 0 MiB, 37, 49.53 W, 210 MHz, 1512 MHz
2026/09/10 04:50:28.842, 0 %, 0 MiB, 37, 49.63 W, 210 MHz, 1512 MHz
2026/09/10 04:50:30.843, 0 %, 0 MiB, 37, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:50:32.844, 0 %, 0 MiB, 37, 49.64 W, 210 MHz, 1512 MHz
2026/09/10 04:50:34.845, 0 %, 0 MiB, 37, 49.54 W, 210 MHz, 1512 MHz
2026/09/10 04:50:36.847, 0 %, 0 MiB, 36, 49.54 W, 210 MHz, 1512 MHz
2026/09/10 04:50:38.848, 0 %, 0 MiB, 36, 49.55 W, 210 MHz, 1512 MHz
2026/09/10 04:50:40.848, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:50:42.850, 0 %, 0 MiB, 36, 49.51 W, 210 MHz, 1512 MHz
2026/09/10 04:50:44.852, 2 %, 893 MiB, 39, 100.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:50:46.852, 1 %, 1391 MiB, 41, 102.06 W, 1410 MHz, 1512 MHz
2026/09/10 04:50:48.853, 1 %, 1881 MiB, 42, 102.88 W, 1410 MHz, 1512 MHz
2026/09/10 04:50:50.854, 1 %, 2407 MiB, 43, 101.69 W, 1410 MHz, 1512 MHz
2026/09/10 04:50:52.855, 1 %, 2869 MiB, 43, 102.06 W, 1410 MHz, 1512 MHz
2026/09/10 04:50:54.856, 1 %, 3367 MiB, 44, 103.91 W, 1410 MHz, 1512 MHz
2026/09/10 04:50:56.857, 2 %, 3699 MiB, 45, 129.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:50:58.858, 19 %, 4123 MiB, 46, 138.09 W, 1410 MHz, 1512 MHz
2026/09/10 04:51:00.859, 9 %, 4123 MiB, 47, 134.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:51:02.861, 23 %, 4123 MiB, 49, 127.68 W, 1410 MHz, 1512 MHz
2026/09/10 04:51:04.866, 17 %, 4123 MiB, 49, 114.83 W, 1410 MHz, 1512 MHz
2026/09/10 04:51:06.867, 0 %, 0 MiB, 48, 108.20 W, 1410 MHz, 1512 MHz
2026/09/10 04:51:08.870, 0 %, 0 MiB, 45, 55.93 W, 450 MHz, 1512 MHz
2026/09/10 04:51:10.870, 0 %, 0 MiB, 42, 51.38 W, 210 MHz, 1512 MHz
2026/09/10 04:51:12.871, 0 %, 0 MiB, 41, 51.19 W, 210 MHz, 1512 MHz
2026/09/10 04:51:14.872, 0 %, 0 MiB, 40, 50.86 W, 210 MHz, 1512 MHz
2026/09/10 04:51:16.873, 0 %, 0 MiB, 40, 50.66 W, 210 MHz, 1512 MHz
2026/09/10 04:51:18.874, 0 %, 0 MiB, 39, 50.49 W, 210 MHz, 1512 MHz
2026/09/10 04:51:20.875, 0 %, 0 MiB, 39, 50.20 W, 210 MHz, 1512 MHz
2026/09/10 04:51:22.877, 0 %, 0 MiB, 39, 50.20 W, 210 MHz, 1512 MHz
2026/09/10 04:51:24.878, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:51:26.879, 0 %, 0 MiB, 38, 50.02 W, 210 MHz, 1512 MHz
2026/09/10 04:51:28.880, 0 %, 0 MiB, 38, 50.01 W, 210 MHz, 1512 MHz
2026/09/10 04:51:30.882, 0 %, 0 MiB, 38, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:51:32.884, 0 %, 0 MiB, 37, 49.93 W, 210 MHz, 1512 MHz
2026/09/10 04:51:34.886, 0 %, 0 MiB, 37, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:51:36.887, 0 %, 0 MiB, 37, 49.74 W, 210 MHz, 1512 MHz
2026/09/10 04:51:38.888, 0 %, 0 MiB, 37, 49.72 W, 210 MHz, 1512 MHz
2026/09/10 04:51:40.890, 0 %, 0 MiB, 37, 49.64 W, 210 MHz, 1512 MHz
2026/09/10 04:51:42.892, 0 %, 0 MiB, 37, 49.82 W, 210 MHz, 1512 MHz
2026/09/10 04:51:44.895, 0 %, 0 MiB, 37, 49.64 W, 210 MHz, 1512 MHz
2026/09/10 04:51:46.897, 0 %, 0 MiB, 37, 49.54 W, 210 MHz, 1512 MHz
2026/09/10 04:51:48.899, 0 %, 0 MiB, 37, 49.92 W, 210 MHz, 1512 MHz
2026/09/10 04:51:50.900, 0 %, 0 MiB, 36, 49.84 W, 210 MHz, 1512 MHz
2026/09/10 04:51:52.901, 0 %, 0 MiB, 36, 49.84 W, 210 MHz, 1512 MHz
2026/09/10 04:51:54.903, 0 %, 0 MiB, 36, 49.93 W, 210 MHz, 1512 MHz
2026/09/10 04:51:56.905, 0 %, 0 MiB, 36, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:51:58.907, 0 %, 0 MiB, 36, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:52:00.908, 0 %, 0 MiB, 36, 49.82 W, 210 MHz, 1512 MHz
2026/09/10 04:52:02.910, 0 %, 0 MiB, 36, 49.92 W, 210 MHz, 1512 MHz
2026/09/10 04:52:04.911, 0 %, 0 MiB, 36, 49.73 W, 210 MHz, 1512 MHz
2026/09/10 04:52:06.913, 0 %, 0 MiB, 36, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:52:08.915, 0 %, 0 MiB, 36, 49.72 W, 210 MHz, 1512 MHz
2026/09/10 04:52:10.916, 0 %, 0 MiB, 36, 49.84 W, 210 MHz, 1512 MHz
2026/09/10 04:52:12.918, 0 %, 0 MiB, 36, 49.81 W, 210 MHz, 1512 MHz
2026/09/10 04:52:14.920, 0 %, 0 MiB, 36, 49.74 W, 210 MHz, 1512 MHz
2026/09/10 04:52:16.921, 0 %, 0 MiB, 36, 49.72 W, 210 MHz, 1512 MHz
2026/09/10 04:52:18.922, 0 %, 0 MiB, 36, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:52:20.923, 0 %, 0 MiB, 36, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:52:22.925, 0 %, 0 MiB, 36, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:52:24.926, 0 %, 0 MiB, 36, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:52:26.928, 0 %, 0 MiB, 36, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:52:28.934, 0 %, 0 MiB, 36, 49.69 W, 210 MHz, 1512 MHz
2026/09/10 04:52:30.937, 0 %, 0 MiB, 36, 49.68 W, 210 MHz, 1512 MHz
2026/09/10 04:52:32.938, 0 %, 0 MiB, 36, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:52:34.943, 0 %, 0 MiB, 35, 49.58 W, 210 MHz, 1512 MHz
2026/09/10 04:52:36.944, 0 %, 0 MiB, 35, 49.61 W, 210 MHz, 1512 MHz
2026/09/10 04:52:38.945, 0 %, 0 MiB, 35, 49.61 W, 210 MHz, 1512 MHz
2026/09/10 04:52:40.946, 0 %, 0 MiB, 35, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:52:42.947, 0 %, 0 MiB, 35, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:52:44.949, 0 %, 0 MiB, 35, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:52:46.953, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:52:48.954, 0 %, 0 MiB, 35, 49.51 W, 210 MHz, 1512 MHz
2026/09/10 04:52:50.955, 0 %, 0 MiB, 35, 49.51 W, 210 MHz, 1512 MHz
2026/09/10 04:52:52.958, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:52:54.959, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:52:56.962, 0 %, 0 MiB, 35, 49.43 W, 210 MHz, 1512 MHz
2026/09/10 04:52:58.963, 0 %, 0 MiB, 35, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:53:00.964, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:53:02.965, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:53:04.967, 0 %, 0 MiB, 35, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:53:06.968, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:53:08.969, 0 %, 0 MiB, 35, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:53:10.970, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:53:12.971, 0 %, 0 MiB, 35, 49.42 W, 210 MHz, 1512 MHz
2026/09/10 04:53:14.973, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:53:16.974, 0 %, 0 MiB, 35, 49.42 W, 210 MHz, 1512 MHz
2026/09/10 04:53:18.976, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:53:20.977, 0 %, 0 MiB, 35, 49.29 W, 210 MHz, 1512 MHz
2026/09/10 04:53:22.979, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:53:24.982, 1 %, 1063 MiB, 38, 99.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:26.983, 1 %, 1583 MiB, 40, 100.10 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:28.987, 2 %, 2131 MiB, 41, 100.80 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:30.988, 2 %, 2677 MiB, 42, 101.12 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:32.989, 1 %, 3253 MiB, 42, 102.61 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:34.990, 31 %, 3699 MiB, 44, 125.23 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:36.991, 29 %, 4123 MiB, 46, 129.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:39.003, 0 %, 0 MiB, 45, 102.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:53:41.004, 0 %, 0 MiB, 41, 51.29 W, 210 MHz, 1512 MHz
2026/09/10 04:53:43.006, 0 %, 0 MiB, 39, 50.58 W, 210 MHz, 1512 MHz
2026/09/10 04:53:45.011, 0 %, 0 MiB, 39, 50.20 W, 210 MHz, 1512 MHz
2026/09/10 04:53:47.012, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:53:49.013, 0 %, 0 MiB, 38, 49.83 W, 210 MHz, 1512 MHz
2026/09/10 04:53:51.015, 0 %, 0 MiB, 37, 49.74 W, 210 MHz, 1512 MHz
2026/09/10 04:53:53.019, 0 %, 0 MiB, 37, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:53:55.021, 0 %, 0 MiB, 37, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:53:57.022, 0 %, 0 MiB, 37, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:53:59.023, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:54:01.025, 0 %, 0 MiB, 36, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:54:03.026, 0 %, 0 MiB, 36, 49.43 W, 210 MHz, 1512 MHz
2026/09/10 04:54:05.028, 0 %, 0 MiB, 36, 49.42 W, 210 MHz, 1512 MHz
2026/09/10 04:54:07.030, 0 %, 0 MiB, 36, 49.24 W, 210 MHz, 1512 MHz
2026/09/10 04:54:09.032, 0 %, 0 MiB, 36, 49.33 W, 210 MHz, 1512 MHz
2026/09/10 04:54:11.034, 0 %, 0 MiB, 36, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:54:13.036, 0 %, 0 MiB, 36, 49.34 W, 210 MHz, 1512 MHz
2026/09/10 04:54:15.038, 0 %, 0 MiB, 36, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:54:17.041, 0 %, 0 MiB, 36, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:54:19.042, 0 %, 0 MiB, 36, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:54:21.043, 0 %, 0 MiB, 36, 49.32 W, 210 MHz, 1512 MHz
2026/09/10 04:54:23.045, 0 %, 0 MiB, 36, 49.13 W, 210 MHz, 1512 MHz
2026/09/10 04:54:25.046, 0 %, 0 MiB, 36, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:54:27.047, 0 %, 4 MiB, 35, 49.23 W, 210 MHz, 1512 MHz
2026/09/10 04:54:29.049, 0 %, 4 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:54:31.050, 0 %, 4 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:54:33.051, 0 %, 4 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:54:35.052, 0 %, 4 MiB, 35, 49.12 W, 210 MHz, 1512 MHz
2026/09/10 04:54:37.054, 0 %, 4 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:54:39.055, 0 %, 4 MiB, 35, 49.02 W, 210 MHz, 1512 MHz
2026/09/10 04:54:41.056, 0 %, 4 MiB, 35, 49.14 W, 210 MHz, 1512 MHz
2026/09/10 04:54:43.057, 0 %, 513 MiB, 38, 98.93 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:45.059, 0 %, 513 MiB, 40, 100.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:47.060, 0 %, 513 MiB, 41, 100.71 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:49.061, 0 %, 513 MiB, 42, 101.19 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:51.062, 0 %, 513 MiB, 42, 101.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:53.063, 0 %, 513 MiB, 43, 101.93 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:55.064, 0 %, 513 MiB, 43, 102.22 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:57.065, 0 %, 513 MiB, 44, 103.85 W, 1410 MHz, 1512 MHz
2026/09/10 04:54:59.066, 0 %, 513 MiB, 44, 103.91 W, 1410 MHz, 1512 MHz
2026/09/10 04:55:01.067, 0 %, 513 MiB, 44, 102.77 W, 1410 MHz, 1512 MHz
2026/09/10 04:55:03.068, 0 %, 593 MiB, 45, 104.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:55:05.069, 0 %, 593 MiB, 45, 104.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:55:07.072, 0 %, 633 MiB, 45, 104.79 W, 1410 MHz, 1512 MHz
2026/09/10 04:55:09.073, 0 %, 801 MiB, 45, 104.94 W, 1410 MHz, 1512 MHz
2026/09/10 04:55:11.074, 0 %, 0 MiB, 46, 105.14 W, 1410 MHz, 1512 MHz
2026/09/10 04:55:13.075, 0 %, 0 MiB, 43, 53.47 W, 285 MHz, 1512 MHz
2026/09/10 04:55:15.078, 0 %, 0 MiB, 41, 51.09 W, 210 MHz, 1512 MHz
2026/09/10 04:55:17.079, 0 %, 0 MiB, 40, 50.72 W, 210 MHz, 1512 MHz
2026/09/10 04:55:19.080, 0 %, 0 MiB, 39, 50.49 W, 210 MHz, 1512 MHz
2026/09/10 04:55:21.081, 0 %, 0 MiB, 39, 50.49 W, 210 MHz, 1512 MHz
2026/09/10 04:55:23.082, 0 %, 0 MiB, 38, 50.20 W, 210 MHz, 1512 MHz
2026/09/10 04:55:25.084, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:55:27.085, 0 %, 0 MiB, 38, 49.92 W, 210 MHz, 1512 MHz
2026/09/10 04:55:29.086, 0 %, 0 MiB, 38, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:55:31.087, 0 %, 0 MiB, 37, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:55:33.088, 0 %, 0 MiB, 37, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:55:35.090, 0 %, 0 MiB, 37, 49.82 W, 210 MHz, 1512 MHz
2026/09/10 04:55:37.091, 0 %, 0 MiB, 37, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:55:39.095, 0 %, 0 MiB, 37, 49.74 W, 210 MHz, 1512 MHz
2026/09/10 04:55:41.096, 0 %, 0 MiB, 37, 49.64 W, 210 MHz, 1512 MHz
2026/09/10 04:55:43.098, 0 %, 0 MiB, 37, 49.64 W, 210 MHz, 1512 MHz
2026/09/10 04:55:45.103, 0 %, 0 MiB, 37, 49.60 W, 210 MHz, 1512 MHz
2026/09/10 04:55:47.104, 0 %, 0 MiB, 37, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:55:49.105, 0 %, 0 MiB, 37, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:55:51.106, 0 %, 0 MiB, 36, 49.51 W, 210 MHz, 1512 MHz
2026/09/10 04:55:53.107, 0 %, 0 MiB, 36, 49.51 W, 210 MHz, 1512 MHz
2026/09/10 04:55:55.109, 0 %, 0 MiB, 36, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:55:57.110, 0 %, 0 MiB, 36, 49.44 W, 210 MHz, 1512 MHz
2026/09/10 04:55:59.111, 0 %, 0 MiB, 36, 49.29 W, 210 MHz, 1512 MHz
2026/09/10 04:56:01.113, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:56:03.114, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:56:05.115, 0 %, 0 MiB, 36, 49.33 W, 210 MHz, 1512 MHz
2026/09/10 04:56:07.116, 0 %, 0 MiB, 36, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:56:09.118, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:56:11.119, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:56:13.120, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:56:15.122, 0 %, 0 MiB, 36, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:56:17.123, 0 %, 0 MiB, 36, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:56:19.124, 0 %, 0 MiB, 36, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:56:21.125, 0 %, 0 MiB, 36, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:56:23.126, 0 %, 0 MiB, 36, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:56:25.127, 0 %, 0 MiB, 36, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:56:27.128, 0 %, 0 MiB, 36, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:56:29.145, 0 %, 871 MiB, 37, 98.83 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:31.146, 1 %, 1255 MiB, 40, 100.41 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:33.147, 1 %, 1689 MiB, 41, 101.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:35.148, 1 %, 2159 MiB, 42, 101.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:37.149, 1 %, 2621 MiB, 43, 101.76 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:39.150, 1 %, 3119 MiB, 43, 102.06 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:41.151, 1 %, 3559 MiB, 44, 103.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:43.152, 22 %, 4123 MiB, 47, 179.08 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:45.203, 33 %, 4123 MiB, 48, 129.43 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:47.205, 40 %, 4123 MiB, 48, 136.29 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:49.206, 34 %, 4123 MiB, 49, 137.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:51.207, 40 %, 4125 MiB, 49, 132.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:53.209, 39 %, 4125 MiB, 50, 134.84 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:55.210, 34 %, 4125 MiB, 50, 138.72 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:57.218, 41 %, 4125 MiB, 50, 134.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:56:59.220, 34 %, 4125 MiB, 51, 137.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:01.220, 34 %, 4125 MiB, 51, 136.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:03.221, 41 %, 4125 MiB, 51, 135.84 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:05.222, 35 %, 4125 MiB, 52, 137.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:07.224, 35 %, 4125 MiB, 52, 134.74 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:09.225, 37 %, 4125 MiB, 52, 135.14 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:11.226, 32 %, 4125 MiB, 52, 136.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:13.227, 38 %, 4125 MiB, 53, 146.57 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:15.229, 32 %, 4125 MiB, 53, 135.71 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:17.231, 63 %, 4125 MiB, 54, 137.01 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:19.232, 51 %, 4125 MiB, 54, 142.72 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:21.233, 34 %, 4125 MiB, 54, 138.64 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:23.235, 44 %, 4125 MiB, 55, 250.37 W, 1350 MHz, 1512 MHz
2026/09/10 04:57:25.236, 39 %, 4125 MiB, 55, 141.51 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:27.238, 45 %, 4125 MiB, 57, 135.50 W, 1395 MHz, 1512 MHz
2026/09/10 04:57:29.239, 43 %, 4125 MiB, 56, 140.52 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:31.241, 23 %, 4131 MiB, 55, 144.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:33.242, 32 %, 4131 MiB, 55, 142.73 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:35.243, 40 %, 4131 MiB, 57, 143.87 W, 1335 MHz, 1512 MHz
2026/09/10 04:57:37.246, 31 %, 4131 MiB, 56, 138.06 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:39.249, 41 %, 4131 MiB, 56, 137.80 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:41.250, 32 %, 4131 MiB, 56, 139.69 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:43.251, 37 %, 4131 MiB, 56, 138.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:45.252, 32 %, 4131 MiB, 56, 137.81 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:47.253, 35 %, 4131 MiB, 56, 143.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:49.254, 37 %, 4149 MiB, 57, 154.61 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:51.255, 36 %, 4149 MiB, 56, 141.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:53.259, 30 %, 4149 MiB, 56, 143.68 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:55.260, 40 %, 4149 MiB, 57, 144.10 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:57.261, 36 %, 4149 MiB, 57, 141.13 W, 1410 MHz, 1512 MHz
2026/09/10 04:57:59.263, 44 %, 4149 MiB, 57, 136.29 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:01.264, 39 %, 4149 MiB, 57, 142.51 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:03.266, 55 %, 4149 MiB, 58, 143.13 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:05.267, 38 %, 4149 MiB, 57, 144.17 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:07.268, 34 %, 4149 MiB, 57, 139.96 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:09.270, 24 %, 4149 MiB, 57, 140.79 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:11.271, 40 %, 4149 MiB, 57, 139.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:13.272, 34 %, 4149 MiB, 57, 147.41 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:15.274, 36 %, 4149 MiB, 58, 144.43 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:17.275, 43 %, 4149 MiB, 58, 149.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:19.278, 32 %, 4149 MiB, 58, 149.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:21.279, 21 %, 4149 MiB, 58, 149.91 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:23.281, 35 %, 4149 MiB, 58, 173.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:25.282, 32 %, 4149 MiB, 58, 143.32 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:27.283, 37 %, 4149 MiB, 58, 145.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:29.284, 32 %, 4149 MiB, 58, 143.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:31.285, 37 %, 4149 MiB, 59, 145.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:33.286, 42 %, 4149 MiB, 61, 324.36 W, 1335 MHz, 1512 MHz
2026/09/10 04:58:35.287, 35 %, 4149 MiB, 59, 151.05 W, 1410 MHz, 1512 MHz
