timestamp, utilization.gpu [%], memory.used [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/10 04:32:13.887, 0 %, 521 MiB, 53, 112.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:15.888, 0 %, 521 MiB, 53, 112.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:17.889, 0 %, 521 MiB, 53, 112.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:19.890, 0 %, 521 MiB, 53, 112.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:21.891, 0 %, 521 MiB, 53, 112.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:23.891, 0 %, 521 MiB, 53, 112.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:25.892, 0 %, 521 MiB, 53, 112.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:27.893, 0 %, 521 MiB, 53, 112.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:29.894, 0 %, 521 MiB, 53, 112.45 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:31.894, 0 %, 521 MiB, 53, 112.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:33.895, 0 %, 521 MiB, 54, 112.64 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:35.897, 0 %, 521 MiB, 54, 112.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:37.897, 0 %, 523 MiB, 54, 112.74 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:39.899, 2 %, 523 MiB, 54, 113.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:41.900, 1 %, 523 MiB, 54, 112.84 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:43.909, 0 %, 523 MiB, 54, 113.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:45.910, 1 %, 523 MiB, 54, 113.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:47.911, 0 %, 523 MiB, 54, 113.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:49.912, 0 %, 523 MiB, 54, 113.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:51.914, 0 %, 523 MiB, 54, 113.34 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:53.915, 0 %, 523 MiB, 54, 113.43 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:55.916, 0 %, 523 MiB, 55, 113.53 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:57.917, 0 %, 523 MiB, 55, 113.53 W, 1410 MHz, 1512 MHz
2026/09/10 04:32:59.918, 0 %, 523 MiB, 55, 113.63 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:01.918, 2 %, 523 MiB, 55, 113.73 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:03.919, 0 %, 523 MiB, 55, 113.82 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:05.920, 0 %, 523 MiB, 55, 113.92 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:07.921, 2 %, 523 MiB, 55, 114.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:09.923, 1 %, 523 MiB, 55, 114.12 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:11.928, 0 %, 523 MiB, 55, 114.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:13.930, 0 %, 523 MiB, 55, 114.43 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:15.931, 0 %, 525 MiB, 56, 114.53 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:17.932, 0 %, 525 MiB, 56, 114.63 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:19.934, 1 %, 523 MiB, 56, 115.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:21.936, 0 %, 523 MiB, 56, 114.82 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:23.938, 0 %, 523 MiB, 56, 114.92 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:25.949, 4 %, 523 MiB, 56, 115.01 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:27.952, 2 %, 525 MiB, 56, 115.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:29.953, 1 %, 525 MiB, 56, 115.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:31.954, 0 %, 523 MiB, 56, 115.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:33.955, 1 %, 529 MiB, 57, 115.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:35.959, 0 %, 529 MiB, 57, 115.31 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:37.960, 0 %, 527 MiB, 57, 114.43 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:39.961, 0 %, 527 MiB, 57, 115.60 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:41.962, 1 %, 527 MiB, 57, 115.81 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:43.964, 0 %, 531 MiB, 57, 115.81 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:45.965, 1 %, 531 MiB, 57, 114.53 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:47.966, 0 %, 527 MiB, 57, 116.10 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:49.967, 0 %, 527 MiB, 57, 116.29 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:51.968, 0 %, 527 MiB, 57, 116.39 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:53.969, 0 %, 551 MiB, 57, 116.19 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:55.970, 0 %, 551 MiB, 57, 116.39 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:57.971, 1 %, 531 MiB, 58, 115.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:33:59.975, 1 %, 529 MiB, 58, 115.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:01.976, 2 %, 529 MiB, 58, 116.78 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:03.976, 5 %, 531 MiB, 58, 116.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:05.978, 0 %, 529 MiB, 58, 116.89 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:07.978, 1 %, 531 MiB, 58, 117.08 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:09.979, 0 %, 569 MiB, 58, 115.60 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:11.980, 1 %, 531 MiB, 58, 116.92 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:13.982, 0 %, 551 MiB, 58, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:15.984, 1 %, 571 MiB, 58, 117.29 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:17.984, 0 %, 571 MiB, 58, 117.48 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:19.985, 0 %, 561 MiB, 58, 115.90 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:21.987, 1 %, 561 MiB, 58, 116.00 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:23.987, 1 %, 561 MiB, 58, 115.97 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:25.993, 2 %, 561 MiB, 59, 116.31 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:27.994, 2 %, 561 MiB, 59, 117.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:29.994, 0 %, 561 MiB, 59, 117.79 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:31.996, 3 %, 581 MiB, 59, 117.78 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:33.997, 3 %, 561 MiB, 59, 117.83 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:35.998, 0 %, 561 MiB, 59, 116.45 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:37.999, 0 %, 601 MiB, 59, 117.48 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:40.000, 0 %, 601 MiB, 59, 117.97 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:42.002, 1 %, 581 MiB, 59, 122.54 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:44.011, 2 %, 581 MiB, 59, 118.86 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:46.012, 0 %, 581 MiB, 59, 118.37 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:48.013, 1 %, 581 MiB, 59, 120.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:50.014, 5 %, 621 MiB, 59, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:52.016, 0 %, 581 MiB, 60, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:54.017, 3 %, 581 MiB, 59, 117.10 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:56.019, 0 %, 641 MiB, 59, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:34:58.020, 0 %, 621 MiB, 60, 118.76 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:00.021, 0 %, 601 MiB, 60, 129.82 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:02.022, 4 %, 621 MiB, 60, 117.42 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:04.023, 0 %, 601 MiB, 60, 117.68 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:06.024, 2 %, 601 MiB, 60, 119.88 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:08.026, 3 %, 621 MiB, 60, 118.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:10.027, 21 %, 661 MiB, 61, 118.36 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:12.028, 0 %, 747 MiB, 60, 119.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:14.031, 0 %, 747 MiB, 60, 119.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:16.032, 7 %, 693 MiB, 61, 151.19 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:18.034, 0 %, 693 MiB, 61, 119.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:20.035, 8 %, 779 MiB, 62, 290.23 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:22.036, 0 %, 779 MiB, 62, 120.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:24.038, 4 %, 693 MiB, 61, 119.45 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:26.039, 11 %, 693 MiB, 62, 121.15 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:28.040, 8 %, 693 MiB, 62, 123.52 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:30.042, 0 %, 1037 MiB, 62, 120.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:32.043, 44 %, 1059 MiB, 62, 138.95 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:34.045, 0 %, 793 MiB, 63, 245.20 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:36.046, 16 %, 873 MiB, 63, 121.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:38.047, 1 %, 1249 MiB, 63, 145.88 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:40.049, 0 %, 793 MiB, 64, 127.83 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:42.050, 0 %, 793 MiB, 64, 127.49 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:44.051, 47 %, 1039 MiB, 65, 126.45 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:46.054, 17 %, 1005 MiB, 64, 136.04 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:48.055, 15 %, 873 MiB, 64, 126.39 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:50.057, 0 %, 1413 MiB, 64, 124.33 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:52.058, 2 %, 1409 MiB, 65, 319.37 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:54.059, 34 %, 955 MiB, 65, 126.93 W, 1410 MHz, 1512 MHz
2026/09/10 04:35:56.060, 31 %, 1135 MiB, 65, 114.78 W, 1395 MHz, 1512 MHz
2026/09/10 04:35:58.061, 0 %, 1063 MiB, 65, 125.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:00.062, 46 %, 1063 MiB, 66, 122.83 W, 1395 MHz, 1512 MHz
2026/09/10 04:36:02.063, 32 %, 1865 MiB, 66, 157.06 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:04.065, 31 %, 1063 MiB, 66, 122.85 W, 1395 MHz, 1512 MHz
2026/09/10 04:36:06.066, 2 %, 955 MiB, 68, 128.71 W, 1350 MHz, 1512 MHz
2026/09/10 04:36:08.067, 1 %, 1445 MiB, 66, 129.22 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:10.068, 4 %, 1171 MiB, 67, 125.39 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:12.069, 0 %, 2543 MiB, 66, 128.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:14.071, 82 %, 2445 MiB, 67, 308.03 W, 1380 MHz, 1512 MHz
2026/09/10 04:36:16.072, 45 %, 1779 MiB, 68, 125.11 W, 1395 MHz, 1512 MHz
2026/09/10 04:36:18.073, 9 %, 1557 MiB, 68, 126.14 W, 1395 MHz, 1512 MHz
2026/09/10 04:36:20.077, 72 %, 1631 MiB, 69, 306.46 W, 1395 MHz, 1512 MHz
2026/09/10 04:36:22.077, 34 %, 2445 MiB, 70, 306.94 W, 1350 MHz, 1512 MHz
2026/09/10 04:36:24.078, 2 %, 1631 MiB, 70, 132.76 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:26.079, 2 %, 2445 MiB, 70, 156.20 W, 1365 MHz, 1512 MHz
2026/09/10 04:36:28.081, 37 %, 1631 MiB, 71, 306.17 W, 1155 MHz, 1512 MHz
2026/09/10 04:36:30.082, 100 %, 2445 MiB, 72, 308.04 W, 1350 MHz, 1512 MHz
2026/09/10 04:36:32.083, 1 %, 1705 MiB, 72, 298.29 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:34.084, 65 %, 3333 MiB, 72, 183.93 W, 1395 MHz, 1512 MHz
2026/09/10 04:36:36.085, 28 %, 1705 MiB, 73, 137.20 W, 1335 MHz, 1512 MHz
2026/09/10 04:36:38.086, 64 %, 1631 MiB, 70, 310.66 W, 1320 MHz, 1512 MHz
2026/09/10 04:36:40.087, 0 %, 1631 MiB, 67, 131.27 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:42.089, 0 %, 523 MiB, 66, 129.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:44.091, 1 %, 523 MiB, 65, 127.78 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:46.092, 1 %, 523 MiB, 64, 125.15 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:48.094, 0 %, 523 MiB, 63, 124.33 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:50.094, 0 %, 523 MiB, 63, 123.53 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:52.095, 2 %, 523 MiB, 62, 122.93 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:54.097, 1 %, 523 MiB, 62, 122.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:56.098, 0 %, 523 MiB, 62, 122.29 W, 1410 MHz, 1512 MHz
2026/09/10 04:36:58.099, 0 %, 523 MiB, 61, 121.89 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:00.100, 0 %, 523 MiB, 61, 121.68 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:02.101, 0 %, 523 MiB, 61, 121.49 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:04.102, 0 %, 523 MiB, 61, 121.19 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:06.103, 0 %, 523 MiB, 61, 121.32 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:08.104, 4 %, 523 MiB, 60, 120.75 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:10.105, 2 %, 523 MiB, 60, 120.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:12.107, 0 %, 523 MiB, 60, 120.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:14.110, 2 %, 523 MiB, 60, 120.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:16.111, 0 %, 525 MiB, 60, 120.27 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:18.112, 4 %, 525 MiB, 60, 119.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:20.114, 1 %, 523 MiB, 60, 120.05 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:22.115, 0 %, 523 MiB, 60, 119.95 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:24.116, 1 %, 523 MiB, 60, 122.54 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:26.117, 4 %, 523 MiB, 59, 119.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:28.118, 1 %, 525 MiB, 59, 122.08 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:30.119, 0 %, 523 MiB, 59, 119.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:32.121, 1 %, 523 MiB, 59, 119.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:34.123, 0 %, 529 MiB, 59, 119.25 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:36.124, 0 %, 525 MiB, 59, 119.15 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:38.125, 0 %, 525 MiB, 59, 119.05 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:40.126, 1 %, 525 MiB, 59, 118.96 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:42.128, 0 %, 525 MiB, 59, 118.86 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:44.131, 0 %, 525 MiB, 59, 118.86 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:46.132, 0 %, 525 MiB, 59, 118.66 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:48.133, 0 %, 529 MiB, 58, 118.86 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:50.135, 1 %, 551 MiB, 58, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:52.136, 0 %, 551 MiB, 58, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:54.137, 1 %, 531 MiB, 58, 118.57 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:56.138, 1 %, 531 MiB, 58, 118.37 W, 1410 MHz, 1512 MHz
2026/09/10 04:37:58.140, 2 %, 569 MiB, 58, 118.57 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:00.141, 1 %, 551 MiB, 58, 118.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:02.142, 1 %, 529 MiB, 58, 118.17 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:04.143, 1 %, 531 MiB, 58, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:06.144, 0 %, 531 MiB, 58, 118.14 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:08.145, 1 %, 571 MiB, 58, 118.07 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:10.146, 0 %, 571 MiB, 58, 117.84 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:12.147, 2 %, 561 MiB, 58, 118.23 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:14.162, 1 %, 561 MiB, 58, 118.00 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:16.163, 1 %, 561 MiB, 58, 117.90 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:18.164, 1 %, 561 MiB, 58, 117.80 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:20.165, 1 %, 561 MiB, 58, 117.84 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:22.166, 2 %, 561 MiB, 58, 117.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:24.167, 2 %, 561 MiB, 58, 117.90 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:26.168, 0 %, 601 MiB, 58, 117.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:28.169, 5 %, 601 MiB, 58, 216.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:30.170, 2 %, 581 MiB, 58, 122.73 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:32.171, 1 %, 581 MiB, 58, 119.68 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:34.173, 0 %, 581 MiB, 58, 130.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:36.174, 10 %, 601 MiB, 58, 118.18 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:38.175, 0 %, 601 MiB, 58, 128.81 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:40.177, 1 %, 581 MiB, 58, 117.80 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:42.178, 3 %, 581 MiB, 58, 117.87 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:44.179, 0 %, 641 MiB, 58, 117.68 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:46.181, 4 %, 621 MiB, 58, 118.33 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:48.185, 4 %, 601 MiB, 58, 118.09 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:50.186, 2 %, 621 MiB, 58, 118.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:52.188, 4 %, 601 MiB, 58, 120.66 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:54.189, 0 %, 601 MiB, 58, 118.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:56.190, 4 %, 621 MiB, 58, 121.46 W, 1410 MHz, 1512 MHz
2026/09/10 04:38:58.192, 21 %, 601 MiB, 59, 118.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:00.193, 0 %, 747 MiB, 58, 117.80 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:02.194, 0 %, 747 MiB, 58, 118.00 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:04.195, 7 %, 693 MiB, 59, 183.90 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:06.196, 9 %, 693 MiB, 58, 118.73 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:08.198, 0 %, 693 MiB, 58, 118.69 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:10.199, 3 %, 653 MiB, 59, 118.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:12.201, 6 %, 653 MiB, 59, 119.18 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:14.210, 1 %, 779 MiB, 60, 119.02 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:16.211, 8 %, 765 MiB, 59, 120.27 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:18.212, 11 %, 693 MiB, 59, 120.56 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:20.213, 0 %, 1037 MiB, 58, 118.89 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:22.214, 83 %, 1039 MiB, 60, 137.28 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:24.215, 16 %, 853 MiB, 60, 116.42 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:26.216, 3 %, 853 MiB, 60, 118.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:28.218, 1 %, 1039 MiB, 62, 304.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:30.219, 8 %, 853 MiB, 60, 333.32 W, 1395 MHz, 1512 MHz
2026/09/10 04:39:32.221, 15 %, 793 MiB, 60, 135.22 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:34.222, 79 %, 793 MiB, 61, 120.75 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:36.224, 16 %, 1059 MiB, 60, 119.29 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:38.226, 2 %, 853 MiB, 61, 308.70 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:40.227, 0 %, 1413 MiB, 60, 119.38 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:42.229, 80 %, 1269 MiB, 60, 123.82 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:44.232, 19 %, 1063 MiB, 61, 117.19 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:46.234, 0 %, 1135 MiB, 61, 115.11 W, 1395 MHz, 1512 MHz
2026/09/10 04:39:48.237, 2 %, 1063 MiB, 62, 121.29 W, 1335 MHz, 1512 MHz
2026/09/10 04:39:50.238, 27 %, 1063 MiB, 63, 131.85 W, 1395 MHz, 1512 MHz
2026/09/10 04:39:52.239, 24 %, 1409 MiB, 62, 121.94 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:54.240, 31 %, 955 MiB, 62, 123.64 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:56.241, 22 %, 1027 MiB, 64, 124.92 W, 1410 MHz, 1512 MHz
2026/09/10 04:39:58.243, 31 %, 1445 MiB, 63, 212.17 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:00.244, 0 %, 1063 MiB, 63, 124.54 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:02.246, 0 %, 2543 MiB, 62, 122.06 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:04.247, 2 %, 2445 MiB, 63, 304.61 W, 1380 MHz, 1512 MHz
2026/09/10 04:40:06.248, 1 %, 1779 MiB, 65, 304.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:08.249, 0 %, 1557 MiB, 64, 149.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:10.251, 1 %, 1631 MiB, 66, 300.80 W, 1380 MHz, 1512 MHz
2026/09/10 04:40:12.252, 6 %, 2445 MiB, 66, 319.17 W, 1380 MHz, 1512 MHz
2026/09/10 04:40:14.254, 44 %, 1631 MiB, 66, 310.38 W, 1350 MHz, 1512 MHz
2026/09/10 04:40:16.256, 33 %, 2445 MiB, 66, 307.34 W, 1380 MHz, 1512 MHz
2026/09/10 04:40:18.258, 37 %, 1631 MiB, 67, 132.42 W, 1290 MHz, 1512 MHz
2026/09/10 04:40:20.259, 23 %, 2445 MiB, 66, 130.13 W, 1365 MHz, 1512 MHz
2026/09/10 04:40:22.260, 12 %, 1631 MiB, 68, 129.94 W, 1335 MHz, 1512 MHz
2026/09/10 04:40:24.261, 3 %, 2223 MiB, 67, 137.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:26.262, 12 %, 1557 MiB, 69, 163.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:28.264, 5 %, 1631 MiB, 69, 123.12 W, 1365 MHz, 1512 MHz
2026/09/10 04:40:30.266, 22 %, 0 MiB, 65, 128.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:32.267, 0 %, 0 MiB, 61, 64.82 W, 465 MHz, 1512 MHz
2026/09/10 04:40:34.268, 0 %, 571 MiB, 61, 120.75 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:36.269, 0 %, 571 MiB, 61, 120.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:38.271, 0 %, 571 MiB, 60, 120.01 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:40.272, 0 %, 571 MiB, 60, 119.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:42.273, 0 %, 571 MiB, 59, 119.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:44.274, 0 %, 571 MiB, 59, 118.82 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:46.275, 0 %, 571 MiB, 59, 118.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:48.276, 1 %, 597 MiB, 58, 118.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:50.278, 0 %, 597 MiB, 58, 118.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:52.281, 0 %, 597 MiB, 58, 117.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:54.283, 0 %, 597 MiB, 58, 117.55 W, 1410 MHz, 1512 MHz
