timestamp, index, name, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/10 10:10:21.055, 1, NVIDIA A100-SXM4-80GB, 59, 325.28 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:10:21.056, 2, NVIDIA A100-SXM4-80GB, 54, 312.18 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:10:21.056, 3, NVIDIA A100-SXM4-80GB, 51, 331.07 W, 1410 MHz, 1593 MHz, 71190 MiB, 99 %
2026/09/10 10:10:23.057, 0, NVIDIA A100-SXM4-80GB, 55, 330.68 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:10:23.075, 1, NVIDIA A100-SXM4-80GB, 58, 322.82 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:23.076, 2, NVIDIA A100-SXM4-80GB, 54, 306.73 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:10:23.076, 3, NVIDIA A100-SXM4-80GB, 51, 314.50 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:10:25.077, 0, NVIDIA A100-SXM4-80GB, 55, 333.99 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:10:25.077, 1, NVIDIA A100-SXM4-80GB, 59, 307.14 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:25.077, 2, NVIDIA A100-SXM4-80GB, 55, 297.38 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:10:25.077, 3, NVIDIA A100-SXM4-80GB, 52, 325.94 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:10:27.077, 0, NVIDIA A100-SXM4-80GB, 54, 437.12 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:10:27.088, 1, NVIDIA A100-SXM4-80GB, 59, 331.02 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:10:27.089, 2, NVIDIA A100-SXM4-80GB, 55, 312.13 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:10:27.090, 3, NVIDIA A100-SXM4-80GB, 52, 331.66 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:10:29.090, 0, NVIDIA A100-SXM4-80GB, 54, 371.73 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:10:29.090, 1, NVIDIA A100-SXM4-80GB, 60, 338.57 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:10:29.090, 2, NVIDIA A100-SXM4-80GB, 56, 316.94 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:10:29.090, 3, NVIDIA A100-SXM4-80GB, 52, 337.38 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:10:31.091, 0, NVIDIA A100-SXM4-80GB, 52, 317.67 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:10:31.108, 1, NVIDIA A100-SXM4-80GB, 57, 335.87 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:31.109, 2, NVIDIA A100-SXM4-80GB, 53, 305.81 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:10:31.109, 3, NVIDIA A100-SXM4-80GB, 50, 325.94 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:10:33.110, 0, NVIDIA A100-SXM4-80GB, 54, 337.89 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:10:33.110, 1, NVIDIA A100-SXM4-80GB, 59, 343.08 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:33.110, 2, NVIDIA A100-SXM4-80GB, 55, 296.79 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:10:33.110, 3, NVIDIA A100-SXM4-80GB, 52, 327.72 W, 1410 MHz, 1593 MHz, 71190 MiB, 99 %
2026/09/10 10:10:35.110, 0, NVIDIA A100-SXM4-80GB, 54, 323.41 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:10:35.120, 1, NVIDIA A100-SXM4-80GB, 59, 345.52 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:35.152, 2, NVIDIA A100-SXM4-80GB, 54, 304.03 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:10:35.189, 3, NVIDIA A100-SXM4-80GB, 52, 285.67 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:10:37.193, 0, NVIDIA A100-SXM4-80GB, 55, 332.20 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:10:37.193, 1, NVIDIA A100-SXM4-80GB, 60, 336.45 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:10:37.193, 2, NVIDIA A100-SXM4-80GB, 56, 380.40 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:10:37.193, 3, NVIDIA A100-SXM4-80GB, 53, 316.02 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:10:39.194, 0, NVIDIA A100-SXM4-80GB, 55, 329.16 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:10:39.198, 1, NVIDIA A100-SXM4-80GB, 61, 331.02 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:10:39.204, 2, NVIDIA A100-SXM4-80GB, 56, 391.85 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:10:39.204, 3, NVIDIA A100-SXM4-80GB, 53, 322.92 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:10:41.209, 0, NVIDIA A100-SXM4-80GB, 55, 323.14 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:10:41.210, 1, NVIDIA A100-SXM4-80GB, 60, 332.89 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:10:41.210, 2, NVIDIA A100-SXM4-80GB, 56, 307.33 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:10:41.210, 3, NVIDIA A100-SXM4-80GB, 53, 324.16 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:10:43.210, 0, NVIDIA A100-SXM4-80GB, 55, 336.43 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:10:43.237, 1, NVIDIA A100-SXM4-80GB, 60, 342.20 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:10:43.238, 2, NVIDIA A100-SXM4-80GB, 56, 304.62 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:10:43.238, 3, NVIDIA A100-SXM4-80GB, 53, 325.62 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:10:45.238, 0, NVIDIA A100-SXM4-80GB, 55, 406.62 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:10:45.238, 1, NVIDIA A100-SXM4-80GB, 60, 257.24 W, 1410 MHz, 1593 MHz, 67092 MiB, 99 %
2026/09/10 10:10:45.241, 2, NVIDIA A100-SXM4-80GB, 56, 262.49 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 10:10:45.242, 3, NVIDIA A100-SXM4-80GB, 54, 346.39 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:10:47.243, 0, NVIDIA A100-SXM4-80GB, 55, 347.27 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:10:47.273, 1, NVIDIA A100-SXM4-80GB, 61, 340.44 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:47.273, 2, NVIDIA A100-SXM4-80GB, 57, 307.92 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:10:47.273, 3, NVIDIA A100-SXM4-80GB, 55, 342.18 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:10:49.273, 0, NVIDIA A100-SXM4-80GB, 53, 310.72 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 10:10:49.291, 1, NVIDIA A100-SXM4-80GB, 59, 287.78 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:49.291, 2, NVIDIA A100-SXM4-80GB, 54, 304.34 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 10:10:49.291, 3, NVIDIA A100-SXM4-80GB, 51, 325.62 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:10:51.291, 0, NVIDIA A100-SXM4-80GB, 55, 323.41 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:10:51.291, 1, NVIDIA A100-SXM4-80GB, 61, 339.25 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:10:51.292, 2, NVIDIA A100-SXM4-80GB, 56, 305.21 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:10:51.293, 3, NVIDIA A100-SXM4-80GB, 54, 330.74 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:10:53.293, 0, NVIDIA A100-SXM4-80GB, 55, 331.55 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:10:53.324, 1, NVIDIA A100-SXM4-80GB, 61, 337.38 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:10:53.326, 2, NVIDIA A100-SXM4-80GB, 56, 301.60 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 10:10:53.329, 3, NVIDIA A100-SXM4-80GB, 54, 322.33 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:10:55.330, 0, NVIDIA A100-SXM4-80GB, 56, 355.41 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:10:55.330, 1, NVIDIA A100-SXM4-80GB, 62, 327.40 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:55.330, 2, NVIDIA A100-SXM4-80GB, 57, 370.19 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:10:55.330, 3, NVIDIA A100-SXM4-80GB, 54, 407.53 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:10:57.330, 0, NVIDIA A100-SXM4-80GB, 56, 368.11 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:10:57.331, 1, NVIDIA A100-SXM4-80GB, 62, 337.38 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:10:57.331, 2, NVIDIA A100-SXM4-80GB, 57, 378.62 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:10:57.332, 3, NVIDIA A100-SXM4-80GB, 54, 409.04 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:10:59.332, 0, NVIDIA A100-SXM4-80GB, 55, 325.52 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:10:59.332, 1, NVIDIA A100-SXM4-80GB, 61, 344.08 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:10:59.332, 2, NVIDIA A100-SXM4-80GB, 56, 319.69 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:10:59.332, 3, NVIDIA A100-SXM4-80GB, 54, 329.56 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:11:01.333, 0, NVIDIA A100-SXM4-80GB, 55, 326.45 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:11:01.334, 1, NVIDIA A100-SXM4-80GB, 61, 331.97 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:01.335, 2, NVIDIA A100-SXM4-80GB, 56, 315.48 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:11:01.362, 3, NVIDIA A100-SXM4-80GB, 54, 315.15 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:03.394, 0, NVIDIA A100-SXM4-80GB, 53, 464.59 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:11:03.394, 1, NVIDIA A100-SXM4-80GB, 59, 365.77 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:03.394, 2, NVIDIA A100-SXM4-80GB, 55, 273.04 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:03.394, 3, NVIDIA A100-SXM4-80GB, 53, 265.52 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:05.394, 0, NVIDIA A100-SXM4-80GB, 54, 370.82 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:11:05.402, 1, NVIDIA A100-SXM4-80GB, 62, 343.08 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:11:05.402, 2, NVIDIA A100-SXM4-80GB, 57, 304.03 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:05.402, 3, NVIDIA A100-SXM4-80GB, 55, 307.33 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:07.403, 0, NVIDIA A100-SXM4-80GB, 54, 318.91 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 10:11:07.404, 1, NVIDIA A100-SXM4-80GB, 60, 339.17 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:07.405, 2, NVIDIA A100-SXM4-80GB, 55, 306.13 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:07.405, 3, NVIDIA A100-SXM4-80GB, 53, 303.39 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:11:09.406, 0, NVIDIA A100-SXM4-80GB, 56, 330.09 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:11:09.407, 1, NVIDIA A100-SXM4-80GB, 61, 330.70 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:09.410, 2, NVIDIA A100-SXM4-80GB, 57, 301.92 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:09.412, 3, NVIDIA A100-SXM4-80GB, 54, 340.67 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:11.415, 0, NVIDIA A100-SXM4-80GB, 56, 337.30 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:11:11.415, 1, NVIDIA A100-SXM4-80GB, 61, 339.17 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:11.416, 2, NVIDIA A100-SXM4-80GB, 57, 300.14 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 10:11:11.416, 3, NVIDIA A100-SXM4-80GB, 54, 336.14 W, 1410 MHz, 1593 MHz, 71190 MiB, 99 %
2026/09/10 10:11:13.416, 0, NVIDIA A100-SXM4-80GB, 55, 329.75 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:13.435, 1, NVIDIA A100-SXM4-80GB, 61, 340.09 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:13.436, 2, NVIDIA A100-SXM4-80GB, 56, 328.39 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:13.436, 3, NVIDIA A100-SXM4-80GB, 54, 327.72 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:15.437, 0, NVIDIA A100-SXM4-80GB, 55, 314.68 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:15.437, 1, NVIDIA A100-SXM4-80GB, 61, 344.33 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:11:15.437, 2, NVIDIA A100-SXM4-80GB, 56, 291.12 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:15.437, 3, NVIDIA A100-SXM4-80GB, 54, 319.36 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:17.437, 0, NVIDIA A100-SXM4-80GB, 55, 417.52 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:17.438, 1, NVIDIA A100-SXM4-80GB, 62, 412.03 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:17.438, 2, NVIDIA A100-SXM4-80GB, 58, 391.26 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:17.438, 3, NVIDIA A100-SXM4-80GB, 55, 345.47 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:19.439, 0, NVIDIA A100-SXM4-80GB, 56, 428.67 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:19.442, 1, NVIDIA A100-SXM4-80GB, 62, 429.12 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:19.442, 2, NVIDIA A100-SXM4-80GB, 58, 396.66 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:19.443, 3, NVIDIA A100-SXM4-80GB, 55, 317.85 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:21.443, 0, NVIDIA A100-SXM4-80GB, 53, 313.43 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:11:21.443, 1, NVIDIA A100-SXM4-80GB, 60, 327.40 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:21.443, 2, NVIDIA A100-SXM4-80GB, 55, 298.35 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:21.443, 3, NVIDIA A100-SXM4-80GB, 53, 326.86 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:23.444, 0, NVIDIA A100-SXM4-80GB, 55, 315.28 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:23.460, 1, NVIDIA A100-SXM4-80GB, 62, 320.43 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:11:23.461, 2, NVIDIA A100-SXM4-80GB, 57, 305.21 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:23.461, 3, NVIDIA A100-SXM4-80GB, 54, 314.50 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:11:25.461, 0, NVIDIA A100-SXM4-80GB, 55, 327.32 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:11:25.461, 1, NVIDIA A100-SXM4-80GB, 62, 336.48 W, 1410 MHz, 1593 MHz, 67092 MiB, 99 %
2026/09/10 10:11:25.462, 2, NVIDIA A100-SXM4-80GB, 57, 330.49 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:25.462, 3, NVIDIA A100-SXM4-80GB, 54, 317.85 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:11:27.463, 0, NVIDIA A100-SXM4-80GB, 56, 327.97 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 10:11:27.465, 1, NVIDIA A100-SXM4-80GB, 61, 336.13 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:27.466, 2, NVIDIA A100-SXM4-80GB, 56, 297.11 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:27.471, 3, NVIDIA A100-SXM4-80GB, 54, 246.88 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:29.476, 0, NVIDIA A100-SXM4-80GB, 56, 276.93 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:11:29.476, 1, NVIDIA A100-SXM4-80GB, 62, 280.50 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:29.476, 2, NVIDIA A100-SXM4-80GB, 56, 280.56 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:29.476, 3, NVIDIA A100-SXM4-80GB, 54, 267.95 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:11:31.477, 0, NVIDIA A100-SXM4-80GB, 55, 328.57 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:31.497, 1, NVIDIA A100-SXM4-80GB, 61, 324.68 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:11:31.498, 2, NVIDIA A100-SXM4-80GB, 57, 312.46 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:31.498, 3, NVIDIA A100-SXM4-80GB, 54, 309.43 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:33.499, 0, NVIDIA A100-SXM4-80GB, 56, 327.64 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:11:33.499, 1, NVIDIA A100-SXM4-80GB, 62, 334.08 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:33.499, 2, NVIDIA A100-SXM4-80GB, 57, 309.48 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 10:11:33.499, 3, NVIDIA A100-SXM4-80GB, 54, 324.75 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:35.499, 0, NVIDIA A100-SXM4-80GB, 53, 323.14 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:35.519, 1, NVIDIA A100-SXM4-80GB, 60, 346.44 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:35.524, 2, NVIDIA A100-SXM4-80GB, 54, 313.97 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:35.551, 3, NVIDIA A100-SXM4-80GB, 52, 349.36 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:37.552, 0, NVIDIA A100-SXM4-80GB, 55, 333.66 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 10:11:37.552, 1, NVIDIA A100-SXM4-80GB, 62, 337.73 W, 1410 MHz, 1593 MHz, 67092 MiB, 99 %
2026/09/10 10:11:37.552, 2, NVIDIA A100-SXM4-80GB, 55, 303.43 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:11:37.552, 3, NVIDIA A100-SXM4-80GB, 53, 322.92 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:39.552, 0, NVIDIA A100-SXM4-80GB, 55, 337.30 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:11:39.554, 1, NVIDIA A100-SXM4-80GB, 62, 331.29 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:39.559, 2, NVIDIA A100-SXM4-80GB, 56, 296.20 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 10:11:39.560, 3, NVIDIA A100-SXM4-80GB, 54, 325.94 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:41.560, 0, NVIDIA A100-SXM4-80GB, 56, 339.42 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:41.561, 1, NVIDIA A100-SXM4-80GB, 63, 342.20 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:41.564, 2, NVIDIA A100-SXM4-80GB, 57, 424.20 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:41.570, 3, NVIDIA A100-SXM4-80GB, 54, 346.66 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:43.576, 0, NVIDIA A100-SXM4-80GB, 56, 340.60 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:43.576, 1, NVIDIA A100-SXM4-80GB, 63, 339.49 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:43.576, 2, NVIDIA A100-SXM4-80GB, 57, 411.99 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 10:11:43.576, 3, NVIDIA A100-SXM4-80GB, 55, 347.90 W, 1410 MHz, 1593 MHz, 71190 MiB, 99 %
2026/09/10 10:11:45.577, 0, NVIDIA A100-SXM4-80GB, 55, 326.72 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:11:45.577, 1, NVIDIA A100-SXM4-80GB, 61, 323.82 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:11:45.577, 2, NVIDIA A100-SXM4-80GB, 56, 308.25 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:45.580, 3, NVIDIA A100-SXM4-80GB, 54, 327.72 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:47.583, 0, NVIDIA A100-SXM4-80GB, 55, 320.38 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 10:11:47.583, 1, NVIDIA A100-SXM4-80GB, 62, 337.12 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 10:11:47.583, 2, NVIDIA A100-SXM4-80GB, 56, 325.36 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:47.583, 3, NVIDIA A100-SXM4-80GB, 54, 345.15 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 10:11:49.583, 0, NVIDIA A100-SXM4-80GB, 52, 308.61 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 10:11:49.583, 1, NVIDIA A100-SXM4-80GB, 59, 349.19 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 10:11:49.588, 2, NVIDIA A100-SXM4-80GB, 56, 237.52 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 10:11:49.589, 3, NVIDIA A100-SXM4-80GB, 54, 335.87 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 10:11:51.590, 0, NVIDIA A100-SXM4-80GB, 55, 329.16 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 10:11:51.590, 1, NVIDIA A100-SXM4-80GB, 61, 347.99 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 10:11:51.590, 2, NVIDIA A100-SXM4-80GB, 56, 251.96 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 10:11:51.590, 3, NVIDIA A100-SXM4-80GB, 55, 318.44 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 10:11:53.590, 0, NVIDIA A100-SXM4-80GB, 55, 324.01 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 10:11:53.590, 1, NVIDIA A100-SXM4-80GB, 60, 342.48 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
