op,rows,width,dtype,backend,phase,blocks,median_p50_us,median_p95_us,median_p50_ci_low_us,median_p50_ci_high_us,max_abs_error,peak_allocated_bytes,speedup_vs_eager_or_unfused,speedup_vs_compile_or_dense
rms,32,5120,torch.bfloat16,compile,forward,5,5.803199857473373,5.961760077625512,5.795200169086456,5.820799991488457,0.0,328192,6.139233627036755,1.0
rms,32,5120,torch.bfloat16,compile,forward_backward,5,15.463999658823013,15.72000041604042,15.436799824237823,15.529600530862808,0.0,666112,5.617175535133482,1.0
rms,32,5120,torch.bfloat16,eager,forward,5,35.627199709415436,35.97023889422417,35.598400235176086,35.631999373435974,0.0,2970112,1.0,0.16288678046003496
rms,32,5120,torch.bfloat16,eager,forward_backward,5,86.86400055885315,87.14783996343613,86.7904007434845,86.90079748630524,0.0,4301312,1.0,0.17802541397279598
rms,32,5120,torch.bfloat16,liger,forward,5,2.8944000601768494,3.0390400253236294,2.879999950528145,2.9120000079274178,0.0,328192,12.309010146730923,2.004975033450903
rms,32,5120,torch.bfloat16,liger,forward_backward,5,15.352000296115875,15.537759438157082,15.334400534629822,15.356800705194473,0.0,2898432,5.658155216478867,1.0072954247359853
rms,32,5120,torch.bfloat16,tilelang,forward,5,2.9519999399781227,3.0804799869656563,2.94560007750988,2.964800037443638,0.0,328192,12.068834835301342,1.9658536502261517
rms,32,5120,torch.bfloat16,tilelang,forward_backward,5,9.948799759149551,10.163039900362492,9.932799637317657,9.956799820065498,0.0,666112,8.731103516177162,1.554358317906774
rms,32,5120,torch.bfloat16,triton,forward,5,2.7615999802947044,2.903360007330775,2.7456000447273254,2.7904000133275986,0.0,328192,12.90092698567208,2.1013904616461088
rms,32,5120,torch.bfloat16,triton,forward_backward,5,9.188799932599068,9.352000020444393,9.164799749851227,9.214400127530098,0.0,666112,9.453247561815564,1.68291831057954
rms,32,5120,torch.float16,compile,forward,5,5.5824000388383865,5.809120070189238,5.571199953556061,5.636800080537796,0.0009765625,328192,6.313843293166211,1.0
rms,32,5120,torch.float16,compile,forward_backward,5,15.148799866437912,15.5059202760458,15.129600465297699,15.166399627923965,0.0009765625,666112,5.677651135196946,1.0
rms,32,5120,torch.float16,eager,forward,5,35.24639904499054,35.44271990656853,35.230399668216705,35.311999917030334,0.0,2970112,1.0,0.15838213803664564
rms,32,5120,torch.float16,eager,forward_backward,5,86.00960075855255,86.50415867567062,85.95519959926605,86.06719970703125,0.0,4301312,1.0,0.1761291731717701
rms,32,5120,torch.float16,liger,forward,5,2.783999964594841,3.0241600144654512,2.7759999968111515,2.8095999732613564,0.0009765625,328192,12.66034464555749,2.005172453244194
rms,32,5120,torch.float16,liger,forward_backward,5,15.201599895954132,15.40367990732193,15.187199413776398,15.20959958434105,0.0009765625,2898432,5.657930832756873,0.9965266794365327
rms,32,5120,torch.float16,tilelang,forward,5,2.9551999643445015,3.2521599717438217,2.916800044476986,2.9695999808609486,0.0001220703125,328192,11.926908321010558,1.8890092400487117
rms,32,5120,torch.float16,tilelang,forward_backward,5,9.934399649500847,10.360479913651943,9.921600297093391,9.975999966263771,0.0001220703125,666112,8.657755253773598,1.5248832743706926
rms,32,5120,torch.float16,triton,forward,5,2.764800004661083,2.9971199948340654,2.7488000690937042,2.779199928045273,0.0009765625,328192,12.748263521979826,2.019097232865743
rms,32,5120,torch.float16,triton,forward_backward,5,9.008000046014786,9.248159974813461,9.001599997282028,9.02240015566349,0.0009765625,666112,9.54813502655386,1.6817051275593484
rms,128,1536,torch.bfloat16,compile,forward,5,4.169600084424019,4.44048000499606,4.161600023508072,4.22080010175705,0.0,393728,6.704911645418414,1.0
rms,128,1536,torch.bfloat16,compile,forward_backward,5,12.980800122022629,13.110079914331436,12.97760009765625,13.041599839925766,0.0,790016,5.631332294640246,1.0
rms,128,1536,torch.bfloat16,eager,forward,5,27.956800162792206,28.19360002875328,27.94559895992279,27.97119915485382,0.0,3545600,1.0,0.14914439635954307
rms,128,1536,torch.bfloat16,eager,forward_backward,5,73.09919893741608,73.35648000240326,73.08480143547058,73.14559817314148,0.0,5124608,1.0,0.17757787103982012
rms,128,1536,torch.bfloat16,liger,forward,5,2.7103999629616737,2.841759994626045,2.7055999264121056,2.7135999873280525,0.0,393728,10.314640106563315,1.5383707723593187
rms,128,1536,torch.bfloat16,liger,forward_backward,5,14.127999544143677,14.313920140266418,14.110399782657623,14.153599739074707,0.0,1459712,5.174065776900246,0.9187995852819387
rms,128,1536,torch.bfloat16,tilelang,forward,5,2.8416000306606293,2.995040044188499,2.816000021994114,2.8543999418616295,0.0,393728,9.838400852034292,1.4673423562198686
rms,128,1536,torch.bfloat16,tilelang,forward_backward,5,8.766399696469307,8.93743984401226,8.75839963555336,8.771199733018875,0.0,790016,8.338565599154348,1.4807447266237113
rms,128,1536,torch.bfloat16,triton,forward,5,2.6016000658273697,2.717439979314804,2.5919999927282333,2.611199952661991,0.0,393728,10.746002250696165,1.6027060189583706
rms,128,1536,torch.bfloat16,triton,forward_backward,5,9.700800105929375,10.076000168919562,9.68800000846386,9.728000313043594,0.0,790016,7.535378333663013,1.3381164419714653
rms,128,1536,torch.float16,compile,forward,5,4.097599908709526,4.288960006088018,4.084799997508526,4.108799993991852,0.001953125,393728,6.7071460462746595,1.0
rms,128,1536,torch.float16,compile,forward_backward,5,12.707200646400452,12.914239913225174,12.694399803876877,12.747199833393097,0.001953125,790016,5.68559527129254,1.0
rms,128,1536,torch.float16,eager,forward,5,27.483201026916504,27.670240104198456,27.46880054473877,27.51839905977249,0.0,3545600,1.0,0.14909471079065417
rms,128,1536,torch.float16,eager,forward_backward,5,72.24799990653992,72.50239908695221,72.11520075798035,72.27519750595093,0.0,5124608,1.0,0.17588307860201666
rms,128,1536,torch.float16,liger,forward,5,2.6895999908447266,2.838239967823028,2.686399966478348,2.711999975144863,0.001953125,393728,10.218322843719529,1.523497889149898
rms,128,1536,torch.float16,liger,forward_backward,5,14.193599671125412,14.372640252113342,14.188800007104874,14.209599792957306,0.001953125,1459712,5.090181601607154,0.89527681073401
rms,128,1536,torch.float16,tilelang,forward,5,2.864000014960766,3.0752000119537115,2.8384000062942505,2.875200007110834,0.001953125,393728,9.5960896939077,1.4307262176343458
rms,128,1536,torch.float16,tilelang,forward_backward,5,8.712000027298927,9.229759760200977,8.695999905467033,8.7567999958992,0.001953125,790016,8.292929256215777,1.4585859282119629
rms,128,1536,torch.float16,triton,forward,5,2.587199956178665,2.7996799442917104,2.5776000693440437,2.8495999984443188,0.0009765625,393728,10.622758771034313,1.5837971467662457
rms,128,1536,torch.float16,triton,forward_backward,5,10.569600015878677,10.731359757483006,10.56319996714592,10.596800222992897,0.0009765625,790016,6.835452599720138,1.202240446876936
rms,128,3584,torch.bfloat16,compile,forward,5,5.718399956822395,6.031199991703033,5.711999908089638,5.724800005555153,0.00390625,918016,6.397034360370114,1.0
rms,128,3584,torch.bfloat16,compile,forward_backward,5,18.07039976119995,18.402720391750336,18.039999902248383,18.105599284172058,0.00390625,1842688,5.170710259226641,1.0
rms,128,3584,torch.bfloat16,eager,forward,5,36.580801010131836,36.95472091436386,36.54080033302307,36.67519986629486,0.0,8272384,1.0,0.15632243687716302
rms,128,3584,torch.bfloat16,eager,forward_backward,5,93.43680143356323,94.16528135538101,92.95200109481812,93.6464011669159,0.0,11956736,1.0,0.19339702862205344
rms,128,3584,torch.bfloat16,liger,forward,5,3.307199850678444,3.4897599183022976,3.288000077009201,3.3792000263929367,0.0078125,918016,11.060958714855891,1.7290760205039664
rms,128,3584,torch.bfloat16,liger,forward_backward,5,16.55680015683174,16.798880025744438,16.518400609493256,16.579199582338333,0.0078125,3405312,5.643409387592863,1.0914186068582619
rms,128,3584,torch.bfloat16,tilelang,forward,5,3.5232000052928925,3.805600050836801,3.5071998834609985,3.6448001861572266,0.00390625,918016,10.382834058576467,1.6230699217278783
rms,128,3584,torch.bfloat16,tilelang,forward_backward,5,11.070400103926659,11.378400214016438,11.054399982094765,11.096000298857689,0.00390625,1842688,8.440237078732258,1.6323167718924991
rms,128,3584,torch.bfloat16,triton,forward,5,3.2016001641750336,3.6438398994505397,3.200000151991844,3.3167999237775803,0.0078125,918016,11.42578683605163,1.7861068414506012
rms,128,3584,torch.bfloat16,triton,forward_backward,5,11.521599814295769,11.870400235056877,11.497600004076958,11.587200313806534,0.0078125,1842688,8.10970724027654,1.568393283264236
rms,128,3584,torch.float16,compile,forward,5,5.744000151753426,5.881120041012764,5.734400078654289,5.75999990105629,0.001953125,918016,6.325348193678512,1.0
rms,128,3584,torch.float16,compile,forward_backward,5,17.96960011124611,18.312479704618454,17.905599623918533,17.99039989709854,0.001953125,1842688,5.140147627604812,1.0
rms,128,3584,torch.float16,eager,forward,5,36.33280098438263,36.667359471321106,36.2975999712944,36.369599401950836,0.0,8272384,1.0,0.1580940636595136
rms,128,3584,torch.float16,eager,forward_backward,5,92.36639738082886,92.78560072183609,92.1103984117508,92.50079989433289,0.0,11956736,1.0,0.194546941537159
rms,128,3584,torch.float16,liger,forward,5,3.303999826312065,3.520800154656172,3.2896000891923904,3.3167999237775803,0.0009765625,918016,10.996611045508866,1.738498926667589
rms,128,3584,torch.float16,liger,forward_backward,5,16.21920019388199,16.46496020257473,16.174399852752686,16.26880019903183,0.0009765625,3405312,5.694879912492245,1.10792146939677
rms,128,3584,torch.float16,tilelang,forward,5,3.5408001393079758,3.65887988358736,3.5312000662088394,3.5503998398780823,0.00048828125,918016,10.261183787538942,1.6222322429291505
rms,128,3584,torch.float16,tilelang,forward_backward,5,10.995200276374817,11.4707200974226,10.95839999616146,11.070400103926659,0.00048828125,1842688,8.400610726418037,1.6343131238688808
rms,128,3584,torch.float16,triton,forward,5,3.203200176358223,3.704000078141688,3.1808000057935715,3.2159999012947083,0.0009765625,918016,11.342657025478207,1.7932067418539808
rms,128,3584,torch.float16,triton,forward_backward,5,12.270400300621986,12.43296004831791,12.244800105690956,12.294399738311768,0.0009765625,1842688,7.527578165167668,1.4644673092152691
rms,128,5120,torch.bfloat16,compile,forward,5,7.48480036854744,7.615359872579575,7.480000331997871,7.500799745321274,0.0078125,1720832,5.910645396757234,1.0
rms,128,5120,torch.bfloat16,compile,forward_backward,5,23.30079972743988,23.54032002389431,23.27200025320053,23.35040047764778,0.0078125,3041792,4.818856062409293,1.0
rms,128,5120,torch.bfloat16,eager,forward,5,44.24000084400177,44.42559987306595,44.18240040540695,44.284799695014954,0.0,12227072,1.0,0.16918626188413055
rms,128,5120,torch.bfloat16,eager,forward_backward,5,112.28320002555847,112.56608486175537,112.24960088729858,112.44639754295349,0.0,17490432,1.0,0.20751813024687607
rms,128,5120,torch.bfloat16,liger,forward,5,3.7535998970270157,3.901920039206743,3.7376001477241516,3.7808001041412354,0.0078125,1720832,11.78601930350686,1.9940325484545296
rms,128,5120,torch.bfloat16,liger,forward_backward,5,18.560000509023666,18.715040534734726,18.512000143527985,18.5808002948761,0.0078125,5274112,6.049741214768158,1.255430985366153
rms,128,5120,torch.bfloat16,tilelang,forward,5,3.815999999642372,3.9683200418949127,3.798399865627289,3.8256000727415085,0.0078125,1720832,11.593291626873127,1.9614256732832547
rms,128,5120,torch.bfloat16,tilelang,forward_backward,5,12.87039965391159,13.012640327215195,12.82079964876175,12.888000160455704,0.0078125,3041792,8.724142454382386,1.8104177301408249
rms,128,5120,torch.bfloat16,triton,forward,5,3.4864000976085663,3.5998400114476676,3.4591998904943466,3.489600121974945,0.0078125,1720832,12.68930690839167,2.14685640173126
rms,128,5120,torch.bfloat16,triton,forward_backward,5,12.454400211572647,12.63648010790348,12.432000041007996,12.505600601434708,0.0078125,3041792,9.015544555989518,1.870888949416347
rms,128,5120,torch.float16,compile,forward,5,7.348800078034401,7.65376016497612,7.305599749088287,7.744000107049942,0.001953125,1720832,5.964511297710194,1.0
rms,128,5120,torch.float16,compile,forward_backward,5,22.942399978637695,23.132959976792336,22.919999808073044,22.972800582647324,0.001953125,3041792,4.877467072788,1.0
rms,128,5120,torch.float16,eager,forward,5,43.832001090049744,44.15200024843216,43.76640021800995,44.039998948574066,0.0,12227072,1.0,0.1676583294232178
rms,128,5120,torch.float16,eager,forward_backward,5,111.90080046653748,112.28303849697113,111.83359622955322,112.01599836349487,0.0,17490432,1.0,0.20502444918165114
rms,128,5120,torch.float16,liger,forward,5,3.6240000277757645,3.7575998902320857,3.6079999059438705,3.649599850177765,0.001953125,1720832,12.09492294539294,2.027814575527125
rms,128,5120,torch.float16,liger,forward_backward,5,18.169600516557693,18.485119864344597,18.15679967403412,18.240000307559967,0.001953125,5274112,6.158682485317379,1.262680484236878
rms,128,5120,torch.float16,tilelang,forward,5,3.8527999073266983,4.022559877485037,3.8304001092910767,3.8816001266241074,0.001953125,1720832,11.376661686140611,1.9073920927114627
rms,128,5120,torch.float16,tilelang,forward_backward,5,12.753599882125854,12.970080003142357,12.73919939994812,12.825599312782288,0.001953125,3041792,8.774056070503374,1.7988960129438767
rms,128,5120,torch.float16,triton,forward,5,3.447999991476536,3.6886400729417796,3.4111998975276947,3.455999866127968,0.001953125,1720832,12.712297331323247,2.131322533700885
rms,128,5120,torch.float16,triton,forward_backward,5,12.97760009765625,13.15871961414814,12.958399951457977,12.987200170755386,0.001953125,3041792,8.622611239711935,1.7678461199294533
rms,512,1536,torch.bfloat16,compile,forward,5,7.155200093984604,7.3343998938798896,7.140799984335899,7.203199714422226,0.0078125,2099200,5.3535330227467,1.0
rms,512,1536,torch.bfloat16,compile,forward_backward,5,27.049599587917328,27.262240052223206,27.04000025987625,27.132800221443176,0.0078125,3675136,4.0863008705216455,1.0
rms,512,1536,torch.bfloat16,eager,forward,5,38.30559998750687,38.581440299749374,38.23519945144653,38.51200044155121,0.0,14688256,1.0,0.18679253415475094
rms,512,1536,torch.bfloat16,eager,forward_backward,5,110.53280234336853,110.8849573135376,109.80960130691528,110.74399948120117,0.0,20985856,1.0,0.24472011036043528
rms,512,1536,torch.bfloat16,liger,forward,5,3.5151999443769455,3.6510400287806983,3.4992000088095665,3.5519998520612717,0.0078125,2099200,10.897132622223108,2.0355030175254605
rms,512,1536,torch.bfloat16,liger,forward_backward,5,17.59520024061203,17.838720232248306,17.559999972581863,17.609599977731705,0.0078125,4344832,6.281986043457711,1.5373283178376853
rms,512,1536,torch.bfloat16,tilelang,forward,5,3.364799916744232,3.4764799848198886,3.3472001552581787,3.3695999532938004,0.00048828125,2099200,11.384213306974646,2.1264860529680316
rms,512,1536,torch.bfloat16,tilelang,forward_backward,5,14.62399959564209,15.131199508905409,14.607999473810196,14.632000029087067,0.00048828125,3675136,7.558315467699205,1.8496717953943347
rms,512,1536,torch.bfloat16,triton,forward,5,3.2527999952435493,3.401440158486366,3.2384000718593597,3.2975999638438225,0.0078125,2099200,11.776192831873999,2.1997049017607573
rms,512,1536,torch.bfloat16,triton,forward_backward,5,15.483199805021286,15.63423976302147,15.476799756288528,15.503999590873718,0.0078125,3675136,7.13888625964267,1.7470290333103493
rms,512,1536,torch.float16,compile,forward,5,7.0592001080513,7.225759886205196,7.051200047135353,7.083200290799141,0.001953125,2099200,5.3830462986788605,1.0
rms,512,1536,torch.float16,compile,forward_backward,5,27.17600017786026,27.37167939543724,27.166399359703064,27.198399603366852,0.001953125,3675136,4.041801551253858,1.0
rms,512,1536,torch.float16,eager,forward,5,38.00000101327896,38.21808010339737,37.860800325870514,38.56479972600937,0.0,14688256,1.0,0.18576841894252816
rms,512,1536,torch.float16,eager,forward_backward,5,109.83999967575073,110.12864232063293,109.11839604377747,109.87359881401062,0.0,20985856,1.0,0.24741442332560273
rms,512,1536,torch.float16,liger,forward,5,3.4575998783111572,3.6172799393534656,3.4352000802755356,3.473600000143051,0.0009765625,2099200,10.990282956580801,2.041647488575029
rms,512,1536,torch.float16,liger,forward_backward,5,17.665600031614304,17.87695936858654,17.628800123929977,17.67360046505928,0.0009765625,4344832,6.217733871432694,1.5383570401925875
rms,512,1536,torch.float16,tilelang,forward,5,3.3503999933600426,3.496799971908331,3.3456001430749893,3.3711999654769897,0.00390625,2099200,11.341929646785127,2.1069723382406598
rms,512,1536,torch.float16,tilelang,forward_backward,5,14.721599966287613,14.903680235147476,14.711999893188477,14.73120003938675,0.00390625,3675136,7.461145522720612,1.845995016852323
rms,512,1536,torch.float16,triton,forward,5,3.2175999134778976,3.389759864658117,3.1856000423431396,3.2384000718593597,0.0009765625,2099200,11.81004538634663,2.1939334590611126
rms,512,1536,torch.float16,triton,forward_backward,5,17.388799786567688,17.547040581703186,17.37920045852661,17.40480065345764,0.0009765625,3675136,6.316709665068359,1.5628450790981494
rms,512,3584,torch.bfloat16,compile,forward,5,11.054399982094765,11.19392029941082,11.051199957728386,11.083200201392174,0.00390625,3672064,6.090751244973323,1.0
rms,512,3584,torch.bfloat16,compile,forward_backward,5,40.99360108375549,41.24000042676926,40.961599349975586,41.412800550460815,0.00390625,7349248,4.953983120528499,1.0
rms,512,3584,torch.bfloat16,eager,forward,5,67.32960045337677,67.51232147216797,66.3648009300232,67.41600036621094,0.0,33046528,1.0,0.16418335929008704
rms,512,3584,torch.bfloat16,eager,forward_backward,5,203.08160781860352,203.95504355430603,201.6160011291504,203.55360507965088,0.0,47740928,1.0,0.2018577729617533
rms,512,3584,torch.bfloat16,liger,forward,5,4.752000048756599,4.915360137820244,4.651200026273727,4.774399846792221,0.00390625,3672064,14.168686818720493,2.3262625986267067
rms,512,3584,torch.bfloat16,liger,forward_backward,5,23.2975997030735,23.539680019021034,23.240000009536743,23.369599878787994,0.00390625,8911872,8.716846817134225,1.7595632857554624
rms,512,3584,torch.bfloat16,tilelang,forward,5,4.755200073122978,4.902560003101825,4.7359999269247055,4.811200127005577,0.0078125,3672064,14.159151963748615,2.32469713410708
rms,512,3584,torch.bfloat16,tilelang,forward_backward,5,18.963200598955154,19.102080166339874,18.929599970579147,19.182399660348892,0.0078125,7349248,10.709247458458728,2.1617448420607954
rms,512,3584,torch.bfloat16,triton,forward,5,4.723200015723705,4.867040142416954,4.673600010573864,4.739199951291084,0.0078125,3672064,14.255081349346645,2.340447142889199
rms,512,3584,torch.bfloat16,triton,forward_backward,5,19.116799533367157,19.2238400131464,19.02720034122467,19.13760006427765,0.0078125,7349248,10.62320120395349,2.144375736754668
rms,512,3584,torch.float16,compile,forward,5,10.926399752497673,11.091199852526188,10.915199667215347,10.950399935245514,0.001953125,3672064,6.084639140281097,1.0
rms,512,3584,torch.float16,compile,forward_backward,5,41.1408007144928,42.95664012432098,41.07999950647354,41.5583997964859,0.001953125,7349248,4.876287998126996,1.0
rms,512,3584,torch.float16,eager,forward,5,66.48319959640503,66.7169588804245,64.90560173988342,66.62879884243011,0.0,33046528,1.0,0.16434828375932287
rms,512,3584,torch.float16,eager,forward_backward,5,200.61439275741577,201.22143864631653,200.19999742507935,200.80640316009521,0.0,47740928,1.0,0.20507402359829946
rms,512,3584,torch.float16,liger,forward,5,4.692799970507622,4.83903992921114,4.622399993240833,4.72479984164238,0.001953125,3672064,14.167064442172148,2.3283327269787213
rms,512,3584,torch.float16,liger,forward_backward,5,22.566400468349457,22.78128020465374,22.515200078487396,22.630399465560913,0.001953125,8911872,8.889959789501557,1.8230998236601756
rms,512,3584,torch.float16,tilelang,forward,5,4.7040000557899475,4.859680123627186,4.659200087189674,4.742399975657463,0.00390625,3672064,14.133333079912228,2.3227890354824394
rms,512,3584,torch.float16,tilelang,forward_backward,5,18.995200097560883,19.191839694976807,18.943999707698822,19.009599834680557,0.00390625,7349248,10.561320319188217,2.165852452366404
rms,512,3584,torch.float16,triton,forward,5,4.6032000333070755,4.7942399978637695,4.588799923658371,4.641599953174591,0.00390625,3672064,14.442822192248189,2.3736530399370506
rms,512,3584,torch.float16,triton,forward_backward,5,20.958399772644043,21.156160086393356,20.927999913692474,20.979199558496475,0.00390625,7349248,9.572028157381927,1.9629743282305283
rms,512,5120,torch.bfloat16,compile,forward,5,14.870400726795197,15.028959959745407,14.852800220251083,14.905600249767303,0.015625,5244928,5.950935716599777,1.0
rms,512,5120,torch.bfloat16,compile,forward_backward,5,54.33279871940613,54.483519196510315,54.29920256137848,54.3615996837616,0.015625,10498048,5.304110972800158,1.0
rms,512,5120,torch.bfloat16,eager,forward,5,88.49279880523682,89.0051195025444,87.68479824066162,88.77280056476593,0.0,47208448,1.0,0.16804080024097054
rms,512,5120,torch.bfloat16,eager,forward_backward,5,288.18719387054443,289.0483248233795,287.9280090332031,288.809609413147,0.0,68200448,1.0,0.1885330086659325
rms,512,5120,torch.bfloat16,liger,forward,5,6.659200042486191,6.8222397938370705,6.625599786639214,6.680000200867653,0.015625,5244928,13.288803195676085,2.233061123246176
rms,512,5120,torch.bfloat16,liger,forward_backward,5,29.686400294303894,29.950880259275436,29.64639961719513,30.022400617599487,0.015625,12730368,9.707717709574933,1.8302252270657176
rms,512,5120,torch.bfloat16,tilelang,forward,5,5.607999861240387,5.7537599839270115,5.556799843907356,5.681600049138069,0.0078125,5244928,15.779743401360182,2.6516407087617395
rms,512,5120,torch.bfloat16,tilelang,forward_backward,5,26.203200221061707,26.500960886478424,26.179200410842896,26.479999721050262,0.0078125,10498048,10.998167835961665,2.0735176719267407
rms,512,5120,torch.bfloat16,triton,forward,5,5.660799890756607,5.780960023403168,5.607999861240387,5.665599927306175,0.0078125,5244928,15.63256085941754,2.6269080366321975
rms,512,5120,torch.bfloat16,triton,forward_backward,5,24.745600670576096,25.10080114006996,24.660799652338028,24.89439994096756,0.0078125,10498048,11.645997109022096,2.195654873878688
rms,512,5120,torch.float16,compile,forward,5,14.502400159835815,14.716000631451607,14.46240022778511,14.511999487876892,0.001953125,5244928,6.026478371821287,1.0
rms,512,5120,torch.float16,compile,forward_backward,5,54.67840135097504,55.088801085948944,54.660800099372864,54.80479896068573,0.001953125,10498048,5.245156940140765,1.0
rms,512,5120,torch.float16,eager,forward,5,87.39840090274811,87.87456214427948,86.75679862499237,87.96160221099854,0.0,47208448,1.0,0.1659343879297431
rms,512,5120,torch.float16,eager,forward_backward,5,286.7967963218689,287.2587275505066,286.5328073501587,286.8288040161133,0.0,68200448,1.0,0.19065206464025514
rms,512,5120,torch.float16,liger,forward,5,6.398400291800499,6.672640070319176,6.36960007250309,6.411199644207954,0.001953125,5244928,13.659414371862368,2.266566563273719
rms,512,5120,torch.float16,liger,forward_backward,5,28.948800265789032,29.502079486846924,28.920000791549683,29.40959930419922,0.001953125,12730368,9.907035652209677,1.8887968015583916
rms,512,5120,torch.float16,tilelang,forward,5,5.555200017988682,5.679839998483658,5.5215999484062195,5.559999868273735,0.001953125,5244928,15.732719005569058,2.6105990986597383
rms,512,5120,torch.float16,tilelang,forward_backward,5,26.414400339126587,26.674559712409973,26.177600026130676,26.502399146556854,0.001953125,10498048,10.857592549509759,2.0700224365866875
rms,512,5120,torch.float16,triton,forward,5,5.561599880456924,5.754560027271509,5.507199838757515,5.571199953556061,0.001953125,5244928,15.714614999518396,2.6075950214966457
rms,512,5120,torch.float16,triton,forward_backward,5,27.750399708747864,28.441600501537323,27.649599313735962,28.21599990129471,0.001953125,10498048,10.334870824633954,1.9703644605067998
rms,2048,1536,torch.bfloat16,compile,forward,5,20.91040015220642,21.07776030898094,20.899200439453125,20.918399840593338,0.015625,6299648,4.410589897961423,1.0
rms,2048,1536,torch.bfloat16,compile,forward_backward,5,99.0096002817154,99.4047999382019,98.96160066127777,99.06239807605743,0.015625,12594176,3.1683069849659455,1.0
rms,2048,1536,torch.bfloat16,eager,forward,5,92.22719967365265,92.6572796702385,91.95039868354797,93.42080056667328,0.0,56637440,1.0,0.22672704176423214
rms,2048,1536,torch.bfloat16,eager,forward_backward,5,313.6928081512451,316.19264125823975,313.3568048477173,313.97119760513306,0.0,106975744,1.0,0.3156259809245563
rms,2048,1536,torch.bfloat16,liger,forward,5,7.073600217700005,7.3715198412537575,7.038399949669838,7.089599967002869,0.015625,6299648,13.038226198149562,2.9561184557593614
rms,2048,1536,torch.bfloat16,liger,forward_backward,5,40.45439958572388,40.791039168834686,40.409599244594574,40.60159921646118,0.015625,13263872,7.754232206228207,2.447437146407564
rms,2048,1536,torch.bfloat16,tilelang,forward,5,6.534399837255478,6.731519773602485,6.5247997641563416,6.542399898171425,0.0078125,6299648,14.114104121364743,3.2000490745893853
rms,2048,1536,torch.bfloat16,tilelang,forward_backward,5,46.92479968070984,47.32767969369888,46.77119851112366,48.769599199295044,0.0078125,12594176,6.685011130270206,2.109963195483111
rms,2048,1536,torch.bfloat16,triton,forward,5,5.985600128769875,6.166720017790794,5.943999998271465,6.028800085186958,0.015625,6299648,15.408179245112159,3.4934508992173194
rms,2048,1536,torch.bfloat16,triton,forward_backward,5,48.5727995634079,48.91295984387398,48.500800132751465,50.45599937438965,0.015625,12594176,6.458199053191165,2.0383754111695023
rms,2048,1536,torch.float16,compile,forward,5,20.59200033545494,20.757760107517242,20.577599853277206,20.611200481653214,0.00390625,6299648,4.506604448241133,1.0
rms,2048,1536,torch.float16,compile,forward_backward,5,100.60480237007141,101.10079646110535,100.55840015411377,100.66879987716675,0.00390625,12594176,3.111247114333848,1.0
rms,2048,1536,torch.float16,eager,forward,5,92.80000030994415,93.47423791885376,91.32000207901001,93.22240054607391,0.0,56637440,1.0,0.22189655459783839
rms,2048,1536,torch.float16,eager,forward_backward,5,313.0064010620117,315.5992043018341,312.4255895614624,313.3136034011841,0.0,106975744,1.0,0.32141452068943455
rms,2048,1536,torch.float16,liger,forward,5,6.892800331115723,7.041759975254536,6.875200197100639,6.919999793171883,0.00390625,6299648,13.463323446498677,2.987465086214351
rms,2048,1536,torch.float16,liger,forward_backward,5,40.4896005988121,40.77008083462715,40.42399972677231,40.54559916257858,0.00390625,13263872,7.7305381241818125,2.484707205855298
rms,2048,1536,torch.float16,tilelang,forward,5,6.576000154018402,6.807680018246174,6.553599983453751,6.612799689173698,0.00390625,6299648,14.111921857732435,3.131386838984754
rms,2048,1536,torch.float16,tilelang,forward_backward,5,47.673599421978,48.21120038628578,47.48639911413193,49.54880028963089,0.00390625,12594176,6.565612935819415,2.110283334798748
rms,2048,1536,torch.float16,triton,forward,5,6.017599999904633,6.200799904763699,6.004799902439117,6.035200133919716,0.001953125,6299648,15.42143052237019,3.421962299883888
rms,2048,1536,torch.float16,triton,forward_backward,5,65.30719995498657,65.46192109584808,64.95360136032104,67.8272008895874,0.001953125,12594176,4.792831437846876,1.540485619340807
rms,2048,3584,torch.bfloat16,compile,forward,5,36.68639957904816,37.165280282497406,36.64640039205551,36.77919954061508,0.03125,14688256,6.8900080772301155,1.0
rms,2048,3584,torch.bfloat16,compile,forward_backward,5,155.98559975624084,156.51775896549225,155.88480234146118,156.1311960220337,0.03125,29375488,5.188509716129218,1.0
rms,2048,3584,torch.bfloat16,eager,forward,5,252.7695894241333,253.90464782714844,252.48000621795654,258.6575984954834,0.0,132143104,1.0,0.14513771084024835
rms,2048,3584,torch.bfloat16,eager,forward_backward,5,809.332799911499,811.1780786514282,808.8383674621582,809.6288204193115,0.0,249598464,1.0,0.1927335698902824
rms,2048,3584,torch.bfloat16,liger,forward,5,17.38240048289299,17.916639670729637,17.30080023407936,20.975999534130096,0.03125,14688256,14.54169633664224,2.11054851803428
rms,2048,3584,torch.bfloat16,liger,forward_backward,5,65.1632010936737,65.47007977962494,65.04000127315521,68.15679967403412,0.03125,30938112,12.420089656861135,2.3937682179242192
rms,2048,3584,torch.bfloat16,tilelang,forward,5,17.38239973783493,17.785120233893394,17.27359965443611,20.240000635385513,0.015625,14688256,14.541696959939841,2.110548608498267
rms,2048,3584,torch.bfloat16,tilelang,forward_backward,5,94.34399902820587,94.90383863449097,94.20959949493408,98.1552004814148,0.015625,29375488,8.5785297236503,1.65337065804902
