unix_ts,elapsed_s,utc_time,running_requests,waiting_requests,waiting_capacity,waiting_deferred,kv_cache_usage,preemptions_total,gpu_util_pct,fb_used_mb,power_w,gpu_temp_c,engine_up,dcgm_up
1788786118,380,2026-09-07 13:01:58+00:00,27.0,0.0,0.0,0.0,0.007324808699154195,0.0,100.0,74382.0,291.159,72.0,1.0,1.0
1788786119,381,2026-09-07 13:01:59+00:00,64.0,0.0,0.0,0.0,0.016002567458719308,0.0,100.0,74382.0,289.829,73.0,1.0,1.0
1788786120,382,2026-09-07 13:02:00+00:00,64.0,0.0,0.0,0.0,0.014668495771244516,0.0,100.0,74382.0,291.325,73.0,1.0,1.0
1788786121,383,2026-09-07 13:02:01+00:00,56.0,8.0,8.0,0.0,0.012031816351188107,0.0,100.0,74382.0,307.064,73.0,1.0,1.0
1788786122,384,2026-09-07 13:02:02+00:00,32.0,32.0,32.0,0.0,0.006758457511075289,0.0,100.0,74382.0,308.319,72.0,1.0,1.0
1788786123,385,2026-09-07 13:02:03+00:00,19.0,3.0,3.0,0.0,0.004555980668546122,0.0,100.0,74382.0,302.987,72.0,1.0,1.0
1788786124,386,2026-09-07 13:02:04+00:00,64.0,0.0,0.0,0.0,0.01622281514297219,0.0,100.0,74382.0,302.008,73.0,1.0,1.0
1788786125,387,2026-09-07 13:02:05+00:00,64.0,0.0,0.0,0.0,0.014844693918646845,0.0,98.0,74382.0,290.391,73.0,1.0,1.0
1788786126,388,2026-09-07 13:02:06+00:00,63.0,1.0,1.0,0.0,0.013995167136528375,0.0,100.0,74382.0,296.036,73.0,1.0,1.0
1788786127,389,2026-09-07 13:02:07+00:00,39.0,25.0,25.0,0.0,0.008363119210632264,0.0,99.0,74382.0,302.284,72.0,1.0,1.0
1788786128,390,2026-09-07 13:02:08+00:00,20.0,9.0,9.0,0.0,0.004505638340716822,0.0,100.0,74382.0,302.796,72.0,1.0,1.0
1788786129,391,2026-09-07 13:02:09+00:00,64.0,0.0,0.0,0.0,0.01657521143777685,0.0,100.0,74382.0,289.18,71.0,1.0,1.0
1788786130,392,2026-09-07 13:02:10+00:00,64.0,0.0,0.0,0.0,0.015322946033024532,0.0,100.0,74382.0,278.523,73.0,1.0,1.0
1788786131,393,2026-09-07 13:02:11+00:00,64.0,0.0,0.0,0.0,0.014441955296012887,0.0,98.0,74382.0,325.421,73.0,1.0,1.0
1788786132,394,2026-09-07 13:02:12+00:00,45.0,16.0,16.0,0.0,0.009565042287555392,0.0,100.0,74382.0,303.858,72.0,1.0,1.0
1788786133,395,2026-09-07 13:02:13+00:00,31.0,25.0,25.0,0.0,0.007110853805879946,0.0,100.0,74382.0,303.394,72.0,1.0,1.0
1788786134,396,2026-09-07 13:02:14+00:00,35.0,0.0,0.0,0.0,0.0092063532017721,0.0,100.0,74382.0,280.892,72.0,1.0,1.0
1788786135,397,2026-09-07 13:02:15+00:00,64.0,0.0,0.0,0.0,0.01577602698348768,0.0,100.0,74382.0,277.482,73.0,1.0,1.0
1788786136,398,2026-09-07 13:02:16+00:00,64.0,0.0,0.0,0.0,0.014467126459927537,0.0,99.0,74382.0,295.448,73.0,1.0,1.0
1788786137,399,2026-09-07 13:02:17+00:00,56.0,8.0,8.0,0.0,0.012025523560209472,0.0,99.0,74382.0,301.202,73.0,1.0,1.0
1788786138,400,2026-09-07 13:02:18+00:00,35.0,22.0,22.0,0.0,0.007645741039065679,0.0,100.0,74382.0,301.296,72.0,1.0,1.0
1788786139,401,2026-09-07 13:02:19+00:00,34.0,1.0,1.0,0.0,0.008640002013693082,0.0,100.0,74382.0,296.934,72.0,1.0,1.0
1788786140,402,2026-09-07 13:02:20+00:00,64.0,0.0,0.0,0.0,0.016015153040676577,0.0,100.0,74382.0,292.691,73.0,1.0,1.0
1788786141,403,2026-09-07 13:02:21+00:00,64.0,0.0,0.0,0.0,0.015033477648006444,0.0,98.0,74382.0,294.016,72.0,1.0,1.0
1788786142,404,2026-09-07 13:02:22+00:00,64.0,0.0,0.0,0.0,0.013881896898912616,0.0,100.0,74382.0,294.698,73.0,1.0,1.0
1788786143,405,2026-09-07 13:02:23+00:00,39.0,25.0,25.0,0.0,0.00838199758356828,0.0,100.0,74382.0,303.458,72.0,1.0,1.0
1788786144,406,2026-09-07 13:02:24+00:00,29.0,16.0,16.0,0.0,0.006802507047925843,0.0,100.0,74382.0,288.565,72.0,1.0,1.0
1788786145,407,2026-09-07 13:02:25+00:00,64.0,0.0,0.0,0.0,0.01648711236407574,0.0,100.0,74382.0,290.376,73.0,1.0,1.0
1788786146,408,2026-09-07 13:02:26+00:00,64.0,0.0,0.0,0.0,0.01553690092629878,0.0,100.0,74382.0,278.427,72.0,1.0,1.0
1788786147,409,2026-09-07 13:02:27+00:00,64.0,0.0,0.0,0.0,0.01402663109142166,0.0,98.0,74382.0,306.794,73.0,1.0,1.0
1788786148,410,2026-09-07 13:02:28+00:00,48.0,16.0,16.0,0.0,0.010427154651631132,0.0,100.0,74382.0,305.546,72.0,1.0,1.0
1788786149,411,2026-09-07 13:02:29+00:00,20.0,9.0,9.0,0.0,0.004279097865485304,0.0,100.0,74382.0,297.147,72.0,1.0,1.0
1788786150,412,2026-09-07 13:02:30+00:00,0.0,0.0,0.0,0.0,0.0,0.0,100.0,74382.0,299.106,72.0,1.0,1.0
1788786151,413,2026-09-07 13:02:31+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,127.878,68.0,1.0,1.0
1788786152,414,2026-09-07 13:02:32+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,126.77,67.0,1.0,1.0
1788786153,415,2026-09-07 13:02:33+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,126.147,67.0,1.0,1.0
1788786154,416,2026-09-07 13:02:34+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,125.227,66.0,1.0,1.0
1788786155,417,2026-09-07 13:02:35+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,125.187,66.0,1.0,1.0
1788786156,418,2026-09-07 13:02:36+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,124.808,66.0,1.0,1.0
1788786157,419,2026-09-07 13:02:37+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,124.312,65.0,1.0,1.0
1788786158,420,2026-09-07 13:02:38+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,124.154,65.0,1.0,1.0
1788786159,421,2026-09-07 13:02:39+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,123.724,65.0,1.0,1.0
1788786160,422,2026-09-07 13:02:40+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,123.423,64.0,1.0,1.0
1788786161,423,2026-09-07 13:02:41+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,123.257,64.0,1.0,1.0
1788786162,424,2026-09-07 13:02:42+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,122.307,64.0,1.0,1.0
1788786163,425,2026-09-07 13:02:43+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,122.7,64.0,1.0,1.0
1788786164,426,2026-09-07 13:02:44+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,122.011,63.0,1.0,1.0
1788786165,427,2026-09-07 13:02:45+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,121.872,63.0,1.0,1.0
1788786166,428,2026-09-07 13:02:46+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,121.482,63.0,1.0,1.0
1788786167,429,2026-09-07 13:02:47+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,119.815,63.0,1.0,1.0
1788786168,430,2026-09-07 13:02:48+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,119.493,63.0,1.0,1.0
1788786169,431,2026-09-07 13:02:49+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,119.247,62.0,1.0,1.0
1788786170,432,2026-09-07 13:02:50+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,119.033,62.0,1.0,1.0
1788786171,433,2026-09-07 13:02:51+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,118.772,62.0,1.0,1.0
1788786172,434,2026-09-07 13:02:52+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,118.661,62.0,1.0,1.0
1788786173,435,2026-09-07 13:02:53+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,118.519,62.0,1.0,1.0
1788786174,436,2026-09-07 13:02:54+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,118.318,61.0,1.0,1.0
1788786175,437,2026-09-07 13:02:55+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,117.774,61.0,1.0,1.0
1788786176,438,2026-09-07 13:02:56+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,117.821,61.0,1.0,1.0
1788786177,439,2026-09-07 13:02:57+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,117.739,61.0,1.0,1.0
1788786178,440,2026-09-07 13:02:58+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,117.431,61.0,1.0,1.0
1788786179,441,2026-09-07 13:02:59+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,117.393,61.0,1.0,1.0
1788786180,442,2026-09-07 13:03:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,117.26,60.0,1.0,1.0
1788786181,443,2026-09-07 13:03:01+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,116.902,60.0,1.0,1.0
1788786182,444,2026-09-07 13:03:02+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,116.769,60.0,1.0,1.0
1788786183,445,2026-09-07 13:03:03+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74382.0,116.473,60.0,1.0,1.0
1788786184,446,2026-09-07 13:03:04+00:00,64.0,0.0,0.0,0.0,0.014290928312525208,0.0,23.0,74382.0,296.631,64.0,1.0,1.0
1788786185,447,2026-09-07 13:03:05+00:00,49.0,15.0,15.0,0.0,0.010622231171969365,0.0,100.0,74382.0,309.063,64.0,1.0,1.0
1788786186,448,2026-09-07 13:03:06+00:00,28.0,29.0,29.0,0.0,0.006286498187676237,0.0,100.0,74382.0,296.388,64.0,1.0,1.0
1788786187,449,2026-09-07 13:03:07+00:00,24.0,0.0,0.0,0.0,0.006280205396697491,0.0,100.0,74382.0,287.446,65.0,1.0,1.0
1788786188,450,2026-09-07 13:03:08+00:00,64.0,0.0,0.0,0.0,0.016166180024164367,0.0,100.0,74382.0,292.395,66.0,1.0,1.0
1788786189,451,2026-09-07 13:03:09+00:00,64.0,0.0,0.0,0.0,0.015310360451067262,0.0,100.0,74382.0,292.942,66.0,1.0,1.0
1788786190,452,2026-09-07 13:03:10+00:00,60.0,4.0,4.0,0.0,0.013038662907772891,0.0,100.0,74382.0,296.482,67.0,1.0,1.0
1788786191,453,2026-09-07 13:03:11+00:00,37.0,27.0,27.0,0.0,0.008212092227144585,0.0,100.0,74382.0,299.323,66.0,1.0,1.0
1788786192,454,2026-09-07 13:03:12+00:00,14.0,8.0,8.0,0.0,0.002894683850181212,0.0,100.0,74382.0,298.157,66.0,1.0,1.0
1788786193,455,2026-09-07 13:03:13+00:00,64.0,0.0,0.0,0.0,0.01631091421667341,0.0,100.0,74382.0,291.18,67.0,1.0,1.0
1788786194,456,2026-09-07 13:03:14+00:00,64.0,0.0,0.0,0.0,0.015366995569875197,0.0,100.0,74382.0,288.644,67.0,1.0,1.0
1788786195,457,2026-09-07 13:03:15+00:00,64.0,0.0,0.0,0.0,0.014284635521546463,0.0,96.0,74382.0,290.928,67.0,1.0,1.0
1788786196,458,2026-09-07 13:03:16+00:00,51.0,13.0,13.0,0.0,0.011012384212645943,0.0,100.0,74382.0,302.77,67.0,1.0,1.0
1788786197,459,2026-09-07 13:03:17+00:00,28.0,30.0,30.0,0.0,0.006148056786145828,0.0,100.0,74382.0,301.21,67.0,1.0,1.0
1788786198,460,2026-09-07 13:03:18+00:00,41.0,0.0,0.0,0.0,0.010949456302859484,0.0,100.0,74382.0,282.248,67.0,1.0,1.0
1788786199,461,2026-09-07 13:03:19+00:00,64.0,0.0,0.0,0.0,0.015971103503826023,0.0,100.0,74382.0,280.973,68.0,1.0,1.0
1788786200,462,2026-09-07 13:03:20+00:00,64.0,0.0,0.0,0.0,0.014530054369714107,0.0,97.0,74382.0,293.33,68.0,1.0,1.0
1788786201,463,2026-09-07 13:03:21+00:00,57.0,7.0,7.0,0.0,0.012497482883608524,0.0,100.0,74382.0,355.356,69.0,1.0,1.0
1788786202,464,2026-09-07 13:03:22+00:00,35.0,29.0,29.0,0.0,0.0075387635924285545,0.0,100.0,74382.0,302.769,67.0,1.0,1.0
1788786203,465,2026-09-07 13:03:23+00:00,21.0,7.0,7.0,0.0,0.005116039065646394,0.0,100.0,74382.0,290.633,68.0,1.0,1.0
1788786204,466,2026-09-07 13:03:24+00:00,64.0,0.0,0.0,0.0,0.016468233991139725,0.0,100.0,74382.0,291.351,68.0,1.0,1.0
1788786205,467,2026-09-07 13:03:25+00:00,64.0,0.0,0.0,0.0,0.015411045106725751,0.0,100.0,74382.0,303.377,69.0,1.0,1.0
1788786206,468,2026-09-07 13:03:26+00:00,64.0,0.0,0.0,0.0,0.01395111759967782,0.0,100.0,74382.0,295.626,69.0,1.0,1.0
1788786207,469,2026-09-07 13:03:27+00:00,45.0,19.0,19.0,0.0,0.009823046717680195,0.0,100.0,74382.0,299.322,68.0,1.0,1.0
1788786208,470,2026-09-07 13:03:28+00:00,22.0,35.0,35.0,0.0,0.004625201369311327,0.0,100.0,74382.0,299.944,68.0,1.0,1.0
1788786209,471,2026-09-07 13:03:29+00:00,64.0,0.0,0.0,0.0,0.016713652839307258,0.0,100.0,74382.0,301.019,68.0,1.0,1.0
1788786210,472,2026-09-07 13:03:30+00:00,64.0,0.0,0.0,0.0,0.01549914418042686,0.0,100.0,74382.0,301.199,69.0,1.0,1.0
1788786211,473,2026-09-07 13:03:31+00:00,64.0,0.0,0.0,0.0,0.014618153443415216,0.0,98.0,74382.0,303.669,70.0,1.0,1.0
1788786212,474,2026-09-07 13:03:32+00:00,52.0,12.0,12.0,0.0,0.011238924687877572,0.0,100.0,74382.0,300.904,70.0,1.0,1.0
1788786213,475,2026-09-07 13:03:33+00:00,30.0,28.0,28.0,0.0,0.006324254933548157,0.0,100.0,74382.0,299.405,69.0,1.0,1.0
1788786214,476,2026-09-07 13:03:34+00:00,34.0,1.0,1.0,0.0,0.008633709222714447,0.0,100.0,74382.0,301.99,69.0,1.0,1.0
1788786215,477,2026-09-07 13:03:35+00:00,64.0,0.0,0.0,0.0,0.016084373741441782,0.0,100.0,74382.0,301.704,69.0,1.0,1.0
1788786216,478,2026-09-07 13:03:36+00:00,64.0,0.0,0.0,0.0,0.015153040676600837,0.0,100.0,74382.0,289.186,70.0,1.0,1.0
1788786217,479,2026-09-07 13:03:37+00:00,63.0,1.0,1.0,0.0,0.013711991542488922,0.0,99.0,74382.0,296.693,70.0,1.0,1.0
1788786218,480,2026-09-07 13:03:38+00:00,41.0,23.0,23.0,0.0,0.008803614579138141,0.0,100.0,74382.0,301.582,69.0,1.0,1.0
1788786219,481,2026-09-07 13:03:39+00:00,24.0,9.0,9.0,0.0,0.005468435360451052,0.0,100.0,74382.0,302.906,69.0,1.0,1.0
1788786220,482,2026-09-07 13:03:40+00:00,64.0,0.0,0.0,0.0,0.016518576318969025,0.0,100.0,74382.0,289.085,69.0,1.0,1.0
1788786221,483,2026-09-07 13:03:41+00:00,64.0,0.0,0.0,0.0,0.015448801852597671,0.0,100.0,74382.0,292.262,70.0,1.0,1.0
1788786222,484,2026-09-07 13:03:42+00:00,64.0,0.0,0.0,0.0,0.014404198550140968,0.0,100.0,74382.0,303.258,70.0,1.0,1.0
1788786223,485,2026-09-07 13:03:43+00:00,49.0,15.0,15.0,0.0,0.01065369512686265,0.0,100.0,74382.0,379.045,71.0,1.0,1.0
1788786224,486,2026-09-07 13:03:44+00:00,27.0,33.0,33.0,0.0,0.005518777688280352,0.0,100.0,74382.0,298.267,69.0,1.0,1.0
1788786225,487,2026-09-07 13:03:45+00:00,35.0,0.0,0.0,0.0,0.009300745066451843,0.0,100.0,74382.0,297.563,69.0,1.0,1.0
1788786226,488,2026-09-07 13:03:46+00:00,64.0,0.0,0.0,0.0,0.016090666532420417,0.0,100.0,74382.0,290.392,71.0,1.0,1.0
1788786227,489,2026-09-07 13:03:47+00:00,64.0,0.0,0.0,0.0,0.01476288763592426,0.0,99.0,74382.0,306.33,70.0,1.0,1.0
1788786228,490,2026-09-07 13:03:48+00:00,58.0,6.0,6.0,0.0,0.012654802658074948,0.0,98.0,74382.0,330.212,71.0,1.0,1.0
1788786229,491,2026-09-07 13:03:49+00:00,50.0,7.0,7.0,0.0,0.011314438179621411,0.0,100.0,74382.0,303.277,71.0,1.0,1.0
1788786230,492,2026-09-07 13:03:50+00:00,19.0,4.0,4.0,0.0,0.004386075312122428,0.0,100.0,74382.0,301.396,70.0,1.0,1.0
1788786231,493,2026-09-07 13:03:51+00:00,64.0,0.0,0.0,0.0,0.016229107933950826,0.0,100.0,74382.0,299.057,70.0,1.0,1.0
1788786232,494,2026-09-07 13:03:52+00:00,64.0,0.0,0.0,0.0,0.015492851389448226,0.0,100.0,74382.0,290.636,71.0,1.0,1.0
1788786233,495,2026-09-07 13:03:53+00:00,64.0,0.0,0.0,0.0,0.013907068062827266,0.0,85.0,74382.0,299.631,71.0,1.0,1.0
1788786234,496,2026-09-07 13:03:54+00:00,37.0,27.0,27.0,0.0,0.007991844542891702,0.0,96.0,74382.0,347.761,71.0,1.0,1.0
1788786235,497,2026-09-07 13:03:55+00:00,10.0,5.0,5.0,0.0,0.002070328231977392,0.0,100.0,74382.0,296.75,70.0,1.0,1.0
1788786236,498,2026-09-07 13:03:56+00:00,64.0,0.0,0.0,0.0,0.016354963753523966,0.0,100.0,74382.0,301.01,70.0,1.0,1.0
1788786237,499,2026-09-07 13:03:57+00:00,64.0,0.0,0.0,0.0,0.015071234393878363,0.0,100.0,74382.0,300.128,71.0,1.0,1.0
1788786238,500,2026-09-07 13:03:58+00:00,61.0,3.0,3.0,0.0,0.013435108739428103,0.0,100.0,74382.0,293.918,71.0,1.0,1.0
1788786239,501,2026-09-07 13:03:59+00:00,35.0,29.0,29.0,0.0,0.007456957309705969,0.0,94.0,74382.0,315.713,71.0,1.0,1.0
1788786240,502,2026-09-07 13:04:00+00:00,53.0,3.0,3.0,0.0,0.012956856625050306,0.0,100.0,74382.0,295.21,70.0,1.0,1.0
1788786241,503,2026-09-07 13:04:01+00:00,64.0,0.0,0.0,0.0,0.016367549335481235,0.0,100.0,74382.0,301.085,70.0,1.0,1.0
1788786242,504,2026-09-07 13:04:02+00:00,64.0,0.0,0.0,0.0,0.015322946033024532,0.0,100.0,74382.0,301.411,71.0,1.0,1.0
1788786243,505,2026-09-07 13:04:03+00:00,64.0,0.0,0.0,0.0,0.014234293193717273,0.0,100.0,74382.0,298.731,71.0,1.0,1.0
1788786244,506,2026-09-07 13:04:04+00:00,46.0,18.0,18.0,0.0,0.00980416834474429,0.0,98.0,74382.0,300.242,71.0,1.0,1.0
1788786245,507,2026-09-07 13:04:05+00:00,31.0,25.0,25.0,0.0,0.007073097060008027,0.0,100.0,74382.0,301.49,70.0,1.0,1.0
1788786246,508,2026-09-07 13:04:06+00:00,38.0,0.0,0.0,0.0,0.010099929520741013,0.0,100.0,74382.0,301.189,71.0,1.0,1.0
1788786247,509,2026-09-07 13:04:07+00:00,64.0,0.0,0.0,0.0,0.0158641260571889,0.0,100.0,74382.0,250.289,70.0,1.0,1.0
1788786248,510,2026-09-07 13:04:08+00:00,64.0,0.0,0.0,0.0,0.014611860652436581,0.0,100.0,74382.0,285.597,71.0,1.0,1.0
1788786249,511,2026-09-07 13:04:09+00:00,55.0,9.0,9.0,0.0,0.011786397503020574,0.0,98.0,74382.0,294.626,72.0,1.0,1.0
1788786250,512,2026-09-07 13:04:10+00:00,35.0,21.0,21.0,0.0,0.0074443717277487,0.0,100.0,74382.0,328.825,72.0,1.0,1.0
1788786251,513,2026-09-07 13:04:11+00:00,38.0,10.0,10.0,0.0,0.00974124043495772,0.0,100.0,74382.0,305.905,71.0,1.0,1.0
1788786252,514,2026-09-07 13:04:12+00:00,64.0,0.0,0.0,0.0,0.016329792589609315,0.0,100.0,74382.0,302.197,71.0,1.0,1.0
1788786253,515,2026-09-07 13:04:13+00:00,64.0,0.0,0.0,0.0,0.015121576721707664,0.0,100.0,74382.0,294.921,70.0,1.0,1.0
1788786254,516,2026-09-07 13:04:14+00:00,64.0,0.0,0.0,0.0,0.01401404550946439,0.0,96.0,74382.0,285.457,72.0,1.0,1.0
1788786255,517,2026-09-07 13:04:15+00:00,42.0,22.0,22.0,0.0,0.00904274063632704,0.0,100.0,74382.0,299.932,72.0,1.0,1.0
1788786256,518,2026-09-07 13:04:16+00:00,16.0,17.0,17.0,0.0,0.003328886427708455,0.0,100.0,74382.0,301.391,71.0,1.0,1.0
1788786257,519,2026-09-07 13:04:17+00:00,64.0,0.0,0.0,0.0,0.01665072492952069,0.0,100.0,74382.0,304.075,71.0,1.0,1.0
1788786258,520,2026-09-07 13:04:18+00:00,64.0,0.0,0.0,0.0,0.015580950463149446,0.0,100.0,74382.0,279.763,71.0,1.0,1.0
1788786259,521,2026-09-07 13:04:19+00:00,64.0,0.0,0.0,0.0,0.014209122029802623,0.0,100.0,74382.0,288.494,72.0,1.0,1.0
1788786260,522,2026-09-07 13:04:20+00:00,49.0,15.0,15.0,0.0,0.010647402335884015,0.0,98.0,74382.0,302.331,72.0,1.0,1.0
1788786261,523,2026-09-07 13:04:21+00:00,23.0,37.0,37.0,0.0,0.004952426500201335,0.0,100.0,74382.0,307.827,72.0,1.0,1.0
1788786262,524,2026-09-07 13:04:22+00:00,42.0,0.0,0.0,0.0,0.011131947241240447,0.0,100.0,74382.0,302.596,72.0,1.0,1.0
1788786263,525,2026-09-07 13:04:23+00:00,64.0,0.0,0.0,0.0,0.015731977446637124,0.0,100.0,74382.0,302.596,71.0,1.0,1.0
1788786264,526,2026-09-07 13:04:24+00:00,64.0,0.0,0.0,0.0,0.014435662505034252,0.0,100.0,74382.0,298.464,71.0,1.0,1.0
1788786265,527,2026-09-07 13:04:25+00:00,55.0,9.0,9.0,0.0,0.012044401933145377,0.0,100.0,74382.0,301.52,72.0,1.0,1.0
1788786266,528,2026-09-07 13:04:26+00:00,31.0,30.0,30.0,0.0,0.00658225936367296,0.0,98.0,74382.0,307.027,72.0,1.0,1.0
1788786267,529,2026-09-07 13:04:27+00:00,21.0,1.0,1.0,0.0,0.005273358840112818,0.0,100.0,74382.0,304.523,72.0,1.0,1.0
1788786268,530,2026-09-07 13:04:28+00:00,64.0,0.0,0.0,0.0,0.016178765606121637,0.0,100.0,74382.0,304.747,71.0,1.0,1.0
1788786269,531,2026-09-07 13:04:29+00:00,64.0,0.0,0.0,0.0,0.01492650020136932,0.0,100.0,74382.0,296.68,71.0,1.0,1.0
1788786270,532,2026-09-07 13:04:30+00:00,62.0,2.0,2.0,0.0,0.013453987112364119,0.0,100.0,74382.0,296.014,72.0,1.0,1.0
1788786271,533,2026-09-07 13:04:31+00:00,36.0,25.0,25.0,0.0,0.007941502215062402,0.0,100.0,74382.0,281.519,72.0,1.0,1.0
1788786272,534,2026-09-07 13:04:32+00:00,35.0,16.0,16.0,0.0,0.008375704792589644,0.0,97.0,74382.0,297.437,72.0,1.0,1.0
1788786273,535,2026-09-07 13:04:33+00:00,64.0,0.0,0.0,0.0,0.01649969794603301,0.0,100.0,74382.0,304.254,71.0,1.0,1.0
1788786274,536,2026-09-07 13:04:34+00:00,64.0,0.0,0.0,0.0,0.015366995569875197,0.0,100.0,74382.0,299.204,71.0,1.0,1.0
1788786275,537,2026-09-07 13:04:35+00:00,64.0,0.0,0.0,0.0,0.014095851792186864,0.0,100.0,74382.0,272.817,71.0,1.0,1.0
1788786276,538,2026-09-07 13:04:36+00:00,45.0,19.0,19.0,0.0,0.00987968183648813,0.0,100.0,74382.0,293.157,72.0,1.0,1.0
1788786277,539,2026-09-07 13:04:37+00:00,19.0,29.0,29.0,0.0,0.004102899718082975,0.0,97.0,74382.0,274.76,72.0,1.0,1.0
1788786278,540,2026-09-07 13:04:38+00:00,64.0,0.0,0.0,0.0,0.016870972613773683,0.0,100.0,74382.0,291.164,72.0,1.0,1.0
1788786279,541,2026-09-07 13:04:39+00:00,64.0,0.0,0.0,0.0,0.015455094643576306,0.0,99.0,74382.0,303.165,71.0,1.0,1.0
1788786280,542,2026-09-07 13:04:40+00:00,64.0,0.0,0.0,0.0,0.014246878775674543,0.0,100.0,74382.0,302.018,71.0,1.0,1.0
1788786281,543,2026-09-07 13:04:41+00:00,45.0,19.0,19.0,0.0,0.009835632299637576,0.0,100.0,74382.0,302.894,72.0,1.0,1.0
1788786282,544,2026-09-07 13:04:42+00:00,26.0,31.0,31.0,0.0,0.00580824607329844,0.0,99.0,74382.0,295.399,72.0,1.0,1.0
1788786283,545,2026-09-07 13:04:43+00:00,52.0,0.0,0.0,0.0,0.013649063632702352,0.0,100.0,74382.0,318.895,72.0,1.0,1.0
1788786284,546,2026-09-07 13:04:44+00:00,64.0,0.0,0.0,0.0,0.01585154047523163,0.0,100.0,74382.0,304.568,71.0,1.0,1.0
1788786285,547,2026-09-07 13:04:45+00:00,64.0,0.0,0.0,0.0,0.014567811115586027,0.0,100.0,74382.0,300.0,71.0,1.0,1.0
1788786286,548,2026-09-07 13:04:46+00:00,55.0,9.0,9.0,0.0,0.011994059605316187,0.0,100.0,74382.0,247.302,71.0,1.0,1.0
1788786287,549,2026-09-07 13:04:47+00:00,32.0,30.0,30.0,0.0,0.0069346556584776176,0.0,100.0,74382.0,281.646,72.0,1.0,1.0
1788786288,550,2026-09-07 13:04:48+00:00,40.0,6.0,6.0,0.0,0.010150271848570314,0.0,97.0,74382.0,307.138,72.0,1.0,1.0
1788786289,551,2026-09-07 13:04:49+00:00,64.0,0.0,0.0,0.0,0.016090666532420417,0.0,99.0,74382.0,279.593,71.0,1.0,1.0
1788786290,552,2026-09-07 13:04:50+00:00,64.0,0.0,0.0,0.0,0.015159333467579583,0.0,100.0,74382.0,307.996,71.0,1.0,1.0
1788786291,553,2026-09-07 13:04:51+00:00,62.0,2.0,2.0,0.0,0.013416230366492199,0.0,100.0,74382.0,260.624,71.0,1.0,1.0
1788786292,554,2026-09-07 13:04:52+00:00,39.0,25.0,25.0,0.0,0.00838199758356828,0.0,100.0,74382.0,281.146,72.0,1.0,1.0
1788786293,555,2026-09-07 13:04:53+00:00,29.0,6.0,6.0,0.0,0.006865434957712413,0.0,100.0,74382.0,288.836,72.0,1.0,1.0
1788786294,556,2026-09-07 13:04:54+00:00,64.0,0.0,0.0,0.0,0.01665072492952069,0.0,99.0,74382.0,344.87,72.0,1.0,1.0
1788786295,557,2026-09-07 13:04:55+00:00,64.0,0.0,0.0,0.0,0.01552431534434151,0.0,100.0,74382.0,303.737,71.0,1.0,1.0
1788786296,558,2026-09-07 13:04:56+00:00,64.0,0.0,0.0,0.0,0.01403921667337893,0.0,100.0,74382.0,291.658,71.0,1.0,1.0
1788786297,559,2026-09-07 13:04:57+00:00,46.0,18.0,18.0,0.0,0.010037001610954444,0.0,100.0,74382.0,297.937,72.0,1.0,1.0
